valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
CARATAGENA,CARATAGENA,CARATAGENA,CARATAGENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,70.59,68001,BUCARAMANGA,SANTANDER,66.67,81736,SARAVENA,ARAUCA,66.67,CARATAGENA,,CARATAGENA,CARATAGENA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (73.68, margen 3.10)",05145,CARAMANTA,ANTIOQUIA,73.68,CARAMANTA,76147,CARTAGO,VALLE DEL CAUCA,70.59,CARTAGO,13001,CARTAGENA DE INDIAS,BOLÍVAR,69.23,CARTAGENA INDIAS
CARRERA 10 No. 19- 65 PISO 5 CAMACOL,CARRERA 10 NO 19 65 PISO 5 CAMACOL,CARRERA 10 NO 19 65 PISO 5 CAMACOL,CARRERA 10 NO 19 65 PISO 5 CAMACOL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13074,BARRANCO DE LOBA,BOLÍVAR,40.0,19760,SOTARÁ PAISPAMBA,CAUCA,40.0,73148,CARMEN DE APICALÁ,TOLIMA,39.22,CARRERA 10 NO 19 65 PISO 5 CAMACOL,,CARRERA 10 NO 19 65 PISO 5 CAMACOL,CARRERA 10 19 65 PISO 5 CAMACOL,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,25148,CAPARRAPÍ,CUNDINAMARCA,40.0,CAPARRAPI,66682,SANTA ROSA DE CABAL,RISARALDA,40.0,SANTA ROSA DE CABAL,18860,VALPARAÍSO,CAQUETÁ,39.02,VALPARAISO
CARRERA 8 No. 7-25 TELEFAX 869-0132,CARRERA 8 NO 7 25 TELEFAX 869 0132,CARRERA 8 NO 7 25 TELEFAX 869 0132,CARRERA 8 NO 7 25 TELEFAX 869 0132,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13074,BARRANCO DE LOBA,BOLÍVAR,40.0,81220,CRAVO NORTE,ARAUCA,35.56,13001,CARTAGENA DE INDIAS,BOLÍVAR,33.96,CARRERA 8 NO 7 25 TELEFAX 869 0132,,CARRERA 8 NO 7 25 TELEFAX 869 0132,CARRERA 8 7 25 TELEFAX 869 0132,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,25377,LA CALERA,CUNDINAMARCA,40.0,LA CALERA,52490,OLAYA HERRERA,NARIÑO,36.36,OLAYA HERRERA,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,35.29,CARTAGENA DEL CHAIRA
CORAZAL,CORAZAL,CORAZAL,CORAZAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70215,COROZAL,SUCRE,85.71,15215,CORRALES,BOYACÁ,66.67,85125,HATO COROZAL,CASANARE,63.16,CORAZAL,,CORAZAL,CORAZAL,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 14.29)",70215,COROZAL,SUCRE,85.71,COROZAL,76895,ZARZAL,VALLE DEL CAUCA,71.43,ZARAZAL,15215,CORRALES,BOYACÁ,66.67,CORRALES
Carrera 25 No. 31-50 Centro Histórico,CARRERA 25 NO 31 50 CENTRO HISTORICO,CARRERA 25 NO 31 50 CENTRO HISTORICO,CARRERA 25 NO 31 50 CENTRO HISTORICO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47161,CERRO DE SAN ANTONIO,MAGDALENA,39.29,13620,SAN CRISTÓBAL,BOLÍVAR,36.73,5652,SAN FRANCISCO,ANTIOQUIA,36.73,CARRERA 25 NO 31 50 CENTRO HISTORICO,,CARRERA 25 NO 31 50 CENTRO HISTORICO,CARRERA 25 31 50 CENTRO HISTORICO,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,43.64,SANTA BARBARA DE PINTO,99001,PUERTO CARREÑO,VICHADA,42.55,PUERTO CARRENO,50590,PUERTO RICO,META,40.91,PUERTO RICO
Carrera 6 No. 3-19 Piso 3,CARRERA 6 NO 3 19 PISO 3,CARRERA 6 NO 3 19 PISO 3,CARRERA 6 NO 3 19 PISO 3,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,46.51,13074,BARRANCO DE LOBA,BOLÍVAR,45.0,94343,BARRANCOMINAS,GUAINÍA,43.24,CARRERA 6 NO 3 19 PISO 3,,CARRERA 6 NO 3 19 PISO 3,CARRERA 6 3 19 PISO 3,PENDIENTE,,,,,,"mejor fuzzy insuficiente (46.67, margen 1.67)",47545,PIJIÑO DEL CARMEN,MAGDALENA,47.06,PIJINO CARMEN,25148,CAPARRAPÍ,CUNDINAMARCA,46.67,CAPARRAPI,99001,PUERTO CARREÑO,VICHADA,45.71,PUERTO CARRENO
Chibolo,CHIBOLO,CHIBOLO,CHIBOLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47170,CHIVOLO,MAGDALENA,85.71,52203,COLÓN,NARIÑO,66.67,86219,COLÓN,PUTUMAYO,66.67,CHIBOLO,,CHIBOLO,CHIBOLO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 19.05)",47170,CHIVOLO,MAGDALENA,85.71,CHIVOLO,86219,COLÓN,PUTUMAYO,66.67,COLON,05172,CHIGORODÓ,ANTIOQUIA,62.5,CHIGORODO
GUITAMA,GUITAMA,GUITAMA,GUITAMA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15238,DUITAMA,BOYACÁ,85.71,47318,GUAMAL,MAGDALENA,76.92,50318,GUAMAL,META,76.92,GUITAMA,,GUITAMA,GUITAMA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 8.79)",15238,DUITAMA,BOYACÁ,85.71,DUITAMA,50318,GUAMAL,META,76.92,GUAMAL,25299,GAMA,CUNDINAMARCA,72.73,GAMA
ITSMINA,ITSMINA,ITSMINA,ITSMINA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27361,ISTMINA,CHOCÓ,85.71,17653,SALAMINA,CALDAS,66.67,47675,SALAMINA,MAGDALENA,66.67,ITSMINA,,ITSMINA,ITSMINA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 19.05)",27361,ISTMINA,CHOCÓ,85.71,ISTMINA,47675,SALAMINA,MAGDALENA,66.67,SALAMINA,52786,TAMINANGO,NARIÑO,62.5,TAMINANGO
LURUACA,LURUACA,LURUACA,LURUACA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8421,LURUACO,ATLÁNTICO,85.71,68318,GUACA,SANTANDER,66.67,25322,GUASCA,CUNDINAMARCA,61.54,LURUACA,,LURUACA,LURUACA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 19.05)",08421,LURUACO,ATLÁNTICO,85.71,LURUACO,68318,GUACA,SANTANDER,66.67,GUACA,15764,SORACÁ,BOYACÁ,61.54,SORACA
MATAMBO,MATAMBO,MATAMBO,MATAMBO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8433,MALAMBO,ATLÁNTICO,85.71,73067,ATACO,TOLIMA,66.67,19256,EL TAMBO,CAUCA,66.67,MATAMBO,,MATAMBO,MATAMBO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 2.38)",08433,MALAMBO,ATLÁNTICO,85.71,MALAMBO,52260,EL TAMBO,NARIÑO,83.33,TAMBO,25436,MANTA,CUNDINAMARCA,66.67,MANTA
MOSQUE CUNDINAMARCA,MOSQUE CUNDINAMARCA,MOSQUE CUNDINAMARCA,MOSQUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25473,MOSQUERA,CUNDINAMARCA,89.71,52473,MOSQUERA,NARIÑO,85.71,25279,FÓMEQUE,CUNDINAMARCA,65.54,MOSQUE CUNDINAMARCA,CUNDINAMARCA,MOSQUE,MOSQUE,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,52473,MOSQUERA,NARIÑO,85.71,MOSQUERA,25279,FÓMEQUE,CUNDINAMARCA,69.54,FOMEQUE,25736,SESQUILÉ,CUNDINAMARCA,65.14,SESQUILE
Marmate,MARMATE,MARMATE,MARMATE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17442,MARMATO,CALDAS,85.71,13433,MAHATES,BOLÍVAR,71.43,13440,MARGARITA,BOLÍVAR,62.5,MARMATE,,MARMATE,MARMATE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 14.29)",17442,MARMATO,CALDAS,85.71,MARMATO,13433,MAHATES,BOLÍVAR,71.43,MAHATES,05145,CARAMANTA,ANTIOQUIA,62.5,CARAMANTA
NORASI,NORASI,NORASI,NORASI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,17495,NORCASIA,CALDAS,85.71,13490,NOROSÍ,BOLÍVAR,83.33,5040,ANORÍ,ANTIOQUIA,72.73,NORASI,,NORASI,NORASI,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 2.38)",17495,NORCASIA,CALDAS,85.71,NORCASIA,13490,NOROSÍ,BOLÍVAR,83.33,NOROSI,05040,ANORÍ,ANTIOQUIA,72.73,ANORI
PALIMRA,PALIMRA,PALIMRA,PALIMRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76520,PALMIRA,VALLE DEL CAUCA,85.71,76126,CALIMA,VALLE DEL CAUCA,76.92,68522,PALMAR,SANTANDER,76.92,PALIMRA,,PALIMRA,PALIMRA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 2.38)",76520,PALMIRA,VALLE DEL CAUCA,85.71,PALMIRA,25394,LA PALMA,CUNDINAMARCA,83.33,PALMA,68522,PALMAR,SANTANDER,76.92,PALMAR
PALMIDA,PALMIDA,PALMIDA,PALMIDA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15022,ALMEIDA,BOYACÁ,85.71,76520,PALMIRA,VALLE DEL CAUCA,85.71,68522,PALMAR,SANTANDER,76.92,PALMIDA,,PALMIDA,PALMIDA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 0.00)",15022,ALMEIDA,BOYACÁ,85.71,ALMEIDA,76520,PALMIRA,VALLE DEL CAUCA,85.71,PALMIRA,25394,LA PALMA,CUNDINAMARCA,83.33,PALMA
PALMRIA,PALMRIA,PALMRIA,PALMRIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76520,PALMIRA,VALLE DEL CAUCA,85.71,68522,PALMAR,SANTANDER,76.92,15022,ALMEIDA,BOYACÁ,71.43,PALMRIA,,PALMRIA,PALMRIA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 2.38)",76520,PALMIRA,VALLE DEL CAUCA,85.71,PALMIRA,25394,LA PALMA,CUNDINAMARCA,83.33,PALMA,68522,PALMAR,SANTANDER,76.92,PALMAR
PIVIJAI MAGADALENA,PIVIJAI MAGADALENA,PIVIJAI MAGADALENA,PIVIJAI MAGADALENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50350,LA MACARENA,META,55.17,15407,VILLA DE LEYVA,BOYACÁ,50.0,52565,PROVIDENCIA,NARIÑO,48.28,PIVIJAI MAGADALENA,,PIVIJAI MAGADALENA,PIVIJAI MAGADALENA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (55.17, margen 3.56)",76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,55.17,GUADALAJARA,13001,CARTAGENA DE INDIAS,BOLÍVAR,52.94,CARTAGENA INDIAS,47545,PIJIÑO DEL CARMEN,MAGDALENA,51.61,PIJINO CARMEN
RAPELON,RAPELON,RAPELON,RAPELON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8606,REPELÓN,ATLÁNTICO,85.71,25599,APULO,CUNDINAMARCA,66.67,54518,PAMPLONA,NORTE DE SANTANDER,66.67,RAPELON,,RAPELON,RAPELON,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 19.05)",08606,REPELÓN,ATLÁNTICO,85.71,REPELON,68250,EL PEÑÓN,SANTANDER,66.67,PENON,25599,APULO,CUNDINAMARCA,66.67,APULO
SAMPUAS,SAMPUAS,SAMPUAS,SAMPUAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70670,SAMPUÉS,SUCRE,85.71,52720,SAPUYES,NARIÑO,71.43,15646,SAMACÁ,BOYACÁ,61.54,SAMPUAS,,SAMPUAS,SAMPUAS,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 14.29)",70670,SAMPUÉS,SUCRE,85.71,SAMPUES,52720,SAPUYES,NARIÑO,71.43,SAPUYES,15646,SAMACÁ,BOYACÁ,61.54,SAMACA
SANETA,SANETA,SANETA,SANETA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5631,SABANETA,ANTIOQUIA,85.71,15686,SANTANA,BOYACÁ,76.92,25436,MANTA,CUNDINAMARCA,72.73,SANETA,,SANETA,SANETA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 8.79)",05631,SABANETA,ANTIOQUIA,85.71,SABANETA,15686,SANTANA,BOYACÁ,76.92,SANTANA,15753,SOATÁ,BOYACÁ,72.73,SOATA
SIMPUES,SIMPUES,SIMPUES,SIMPUES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70670,SAMPUÉS,SUCRE,85.71,52354,IMUÉS,NARIÑO,83.33,52720,SAPUYES,NARIÑO,71.43,SIMPUES,,SIMPUES,SIMPUES,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 2.38)",70670,SAMPUÉS,SUCRE,85.71,SAMPUES,52354,IMUÉS,NARIÑO,83.33,IMUES,52720,SAPUYES,NARIÑO,71.43,SAPUYES
TRUBACO,TRUBACO,TRUBACO,TRUBACO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,85.71,8421,LURUACO,ATLÁNTICO,71.43,73067,ATACO,TOLIMA,66.67,TRUBACO,,TRUBACO,TRUBACO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 14.29)",13836,TURBACO,BOLÍVAR,85.71,TURBACO,08421,LURUACO,ATLÁNTICO,71.43,LURUACO,05837,TURBO,ANTIOQUIA,66.67,TURBO
TUBARCO,TUBARCO,TUBARCO,TUBARCO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,85.71,8832,TUBARÁ,ATLÁNTICO,76.92,73067,ATACO,TOLIMA,66.67,TUBARCO,,TUBARCO,TUBARCO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 8.79)",13836,TURBACO,BOLÍVAR,85.71,TURBACO,08832,TUBARÁ,ATLÁNTICO,76.92,TUBARA,05792,TARSO,ANTIOQUIA,66.67,TARSO
TUBRACO,TUBRACO,TUBRACO,TUBRACO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,85.71,8832,TUBARÁ,ATLÁNTICO,76.92,8421,LURUACO,ATLÁNTICO,71.43,TUBRACO,,TUBRACO,TUBRACO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 8.79)",13836,TURBACO,BOLÍVAR,85.71,TURBACO,08832,TUBARÁ,ATLÁNTICO,76.92,TUBARA,08421,LURUACO,ATLÁNTICO,71.43,LURUACO
TURBACI,TURBACI,TURBACI,TURBACI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,85.71,13838,TURBANA,BOLÍVAR,71.43,5837,TURBO,ANTIOQUIA,66.67,TURBACI,,TURBACI,TURBACI,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 14.29)",13836,TURBACO,BOLÍVAR,85.71,TURBACO,13838,TURBANA,BOLÍVAR,71.43,TURBANA,05837,TURBO,ANTIOQUIA,66.67,TURBO
TURBUCO,TURBUCO,TURBUCO,TURBUCO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,85.71,5837,TURBO,ANTIOQUIA,83.33,8421,LURUACO,ATLÁNTICO,71.43,TURBUCO,,TURBUCO,TURBUCO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 2.38)",13836,TURBACO,BOLÍVAR,85.71,TURBACO,05837,TURBO,ANTIOQUIA,83.33,TURBO,08421,LURUACO,ATLÁNTICO,71.43,LURUACO
Turbacp,TURBACP,TURBACP,TURBACP,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,85.71,13838,TURBANA,BOLÍVAR,71.43,5837,TURBO,ANTIOQUIA,66.67,TURBACP,,TURBACP,TURBACP,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 14.29)",13836,TURBACO,BOLÍVAR,85.71,TURBACO,13838,TURBANA,BOLÍVAR,71.43,TURBANA,05837,TURBO,ANTIOQUIA,66.67,TURBO
sogamo},SOGAMO,SOGAMO,SOGAMO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15759,SOGAMOSO,BOYACÁ,85.71,73319,GUAMO,TOLIMA,72.73,18756,SOLANO,CAQUETÁ,66.67,SOGAMO,,SOGAMO,SOGAMO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (85.71, margen 12.99)",15759,SOGAMOSO,BOYACÁ,85.71,SOGAMOSO,73319,GUAMO,TOLIMA,72.73,GUAMO,18756,SOLANO,CAQUETÁ,66.67,SOLANO
ARIPORIO,ARIPORIO,ARIPORIO,ARIPORIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15442,MARIPÍ,BOYACÁ,71.43,85250,PAZ DE ARIPORO,CASANARE,63.64,5040,ANORÍ,ANTIOQUIA,61.54,ARIPORIO,,ARIPORIO,ARIPORIO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (80.00, margen 6.32)",76616,RIOFRÍO,VALLE DEL CAUCA,80.0,RIOFRIO,85250,PAZ DE ARIPORO,CASANARE,73.68,PAZ ARIPORO,15442,MARIPÍ,BOYACÁ,71.43,MARIPI
BARONA ATLANTICO,BARONA ATLANTICO,BARONA ATLANTICO,BARONA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13052,ARJONA,BOLÍVAR,83.33,8078,BARANOA,ATLÁNTICO,80.92,5079,BARBOSA,ANTIOQUIA,76.92,BARONA ATLANTICO,ATLANTICO,BARONA,BARONA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (84.92, margen 1.59)",08078,BARANOA,ATLÁNTICO,84.92,BARANOA,13052,ARJONA,BOLÍVAR,83.33,ARJONA,68077,BARBOSA,SANTANDER,76.92,BARBOSA
CALAR QUINDIO,CALAR QUINDIO,CALAR QUINDIO,CALAR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,63130,CALARCÁ,QUINDÍO,87.33,13140,CALAMAR,BOLÍVAR,83.33,95015,CALAMAR,GUAVIARE,83.33,CALAR QUINDIO,QUINDIO,CALAR,CALAR,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.33, margen 8.00)",63130,CALARCÁ,QUINDÍO,91.33,CALARCA,95015,CALAMAR,GUAVIARE,83.33,CALAMAR,50245,EL CALVARIO,META,76.92,CALVARIO
CARETE,CARETE,CARETE,CARETE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23162,CERETÉ,CÓRDOBA,83.33,23090,CANALETE,CÓRDOBA,71.43,25612,RICAURTE,CUNDINAMARCA,71.43,CARETE,,CARETE,CARETE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 10.61)",23162,CERETÉ,CÓRDOBA,83.33,CERETE,47268,EL RETÉN,MAGDALENA,72.73,RETEN,23090,CANALETE,CÓRDOBA,71.43,CANALETE
CARTAGENA45,CARTAGENA45,CARTAGENA45,CARTAGENA45,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,66.67,81736,SARAVENA,ARAUCA,63.16,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.0,CARTAGENA45,,CARTAGENA45,CARTAGENA45,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 0.00)",13001,CARTAGENA DE INDIAS,BOLÍVAR,66.67,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,66.67,CARTAGENA CHAIRA,76147,CARTAGO,VALLE DEL CAUCA,66.67,CARTAGO
CARTAGENA827904,CARTAGENA827904,CARTAGENA827904,CARTAGENA827904,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,54.55,13001,CARTAGENA DE INDIAS,BOLÍVAR,52.94,81736,SARAVENA,ARAUCA,52.17,CARTAGENA827904,,CARTAGENA827904,CARTAGENA827904,PENDIENTE,,,,,,"mejor fuzzy insuficiente (58.06, margen 0.00)",13001,CARTAGENA DE INDIAS,BOLÍVAR,58.06,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,58.06,CARTAGENA CHAIRA,76147,CARTAGO,VALLE DEL CAUCA,54.55,CARTAGO
Calica Cundinamarca,CALICA CUNDINAMARCA,CALICA CUNDINAMARCA,CALICA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25126,CAJICÁ,CUNDINAMARCA,87.33,76126,CALIMA,VALLE DEL CAUCA,83.33,63130,CALARCÁ,QUINDÍO,76.92,CALICA CUNDINAMARCA,CUNDINAMARCA,CALICA,CALICA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.33, margen 8.00)",25126,CAJICÁ,CUNDINAMARCA,91.33,CAJICA,76126,CALIMA,VALLE DEL CAUCA,83.33,CALIMA,76001,SANTIAGO DE CALI,VALLE DEL CAUCA,80.0,CALI
GALALA,GALALA,GALALA,GALALA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8296,GALAPA,ATLÁNTICO,83.33,68296,GALÁN,SANTANDER,72.73,52022,ALDANA,NARIÑO,66.67,GALALA,,GALALA,GALALA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 0.00)",08296,GALAPA,ATLÁNTICO,83.33,GALAPA,76020,ALCALÁ,VALLE DEL CAUCA,83.33,ALCALA,25293,GACHALÁ,CUNDINAMARCA,76.92,GACHALA
Malcao,MALCAO,MALCAO,MALCAO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,44430,MAICAO,LA GUAJIRA,83.33,8433,MALAMBO,ATLÁNTICO,76.92,5425,MACEO,ANTIOQUIA,72.73,MALCAO,,MALCAO,MALCAO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 6.41)",44430,MAICAO,LA GUAJIRA,83.33,MAICAO,08433,MALAMBO,ATLÁNTICO,76.92,MALAMBO,05425,MACEO,ANTIOQUIA,72.73,MACEO
Malcao La Guajira,MALCAO LA GUAJIRA,MALCAO LA GUAJIRA,MALCAO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,44430,MAICAO,LA GUAJIRA,87.33,8433,MALAMBO,ATLÁNTICO,76.92,5425,MACEO,ANTIOQUIA,72.73,MALCAO LA GUAJIRA,LA GUAJIRA,MALCAO,MALCAO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.33, margen 14.41)",44430,MAICAO,LA GUAJIRA,91.33,MAICAO,08433,MALAMBO,ATLÁNTICO,76.92,MALAMBO,05425,MACEO,ANTIOQUIA,72.73,MACEO
ORUCUE,ORUCUE,ORUCUE,ORUCUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,85230,OROCUÉ,CASANARE,83.33,85263,PORE,CASANARE,60.0,19785,SUCRE,CAUCA,54.55,ORUCUE,,ORUCUE,ORUCUE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 23.33)",85230,OROCUÉ,CASANARE,83.33,OROCUE,85263,PORE,CASANARE,60.0,PORE,15244,EL COCUY,BOYACÁ,57.14,EL COCUY
REVERA-HUILA,REVERA HUILA,REVERA HUILA,REVERA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,41615,RIVERA,HUILA,87.33,73624,ROVIRA,TOLIMA,66.67,25120,CABRERA,CUNDINAMARCA,61.54,REVERA HUILA,HUILA,REVERA,REVERA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.33, margen 24.67)",41615,RIVERA,HUILA,91.33,RIVERA,73624,ROVIRA,TOLIMA,66.67,ROVIRA,99524,LA PRIMAVERA,VICHADA,66.67,PRIMAVERA
"SOCAHA, CUNDINAMARCA",SOCAHA CUNDINAMARCA,SOCAHA CUNDINAMARCA,SOCAHA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15757,SOCHA,BOYACÁ,90.91,25754,SOACHA,CUNDINAMARCA,87.33,54498,OCAÑA,NORTE DE SANTANDER,72.73,SOCAHA CUNDINAMARCA,CUNDINAMARCA,SOCAHA,SOCAHA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (91.33, margen 0.42)",25754,SOACHA,CUNDINAMARCA,91.33,SOACHA,15757,SOCHA,BOYACÁ,90.91,SOCHA,15753,SOATÁ,BOYACÁ,72.73,SOATA
TURBA,TURBA,TURBA,TURBA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13836,TURBACO,BOLÍVAR,83.33,13838,TURBANA,BOLÍVAR,83.33,5837,TURBO,ANTIOQUIA,80.0,TURBA,,TURBA,TURBA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 0.00)",13836,TURBACO,BOLÍVAR,83.33,TURBACO,13838,TURBANA,BOLÍVAR,83.33,TURBANA,05837,TURBO,ANTIOQUIA,80.0,TURBO
ibaque,IBAQUE,IBAQUE,IBAQUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73001,IBAGUÉ,TOLIMA,83.33,25841,UBAQUE,CUNDINAMARCA,83.33,25178,CHIPAQUE,CUNDINAMARCA,71.43,IBAQUE,,IBAQUE,IBAQUE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 0.00)",25841,UBAQUE,CUNDINAMARCA,83.33,UBAQUE,73001,IBAGUÉ,TOLIMA,83.33,IBAGUE,25178,CHIPAQUE,CUNDINAMARCA,71.43,CHIPAQUE
medida,MEDIDA,MEDIDA,MEDIDA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25438,MEDINA,CUNDINAMARCA,83.33,15022,ALMEIDA,BOYACÁ,76.92,73408,LÉRIDA,TOLIMA,66.67,MEDIDA,,MEDIDA,MEDIDA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (83.33, margen 6.41)",25438,MEDINA,CUNDINAMARCA,83.33,MEDINA,15022,ALMEIDA,BOYACÁ,76.92,ALMEIDA,25430,MADRID,CUNDINAMARCA,66.67,MADRID
