valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
"Cartagena de Indias , D.T",CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,90.48,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,69.77,25001,AGUA DE DIOS,CUNDINAMARCA,57.14,CARTAGENA DE INDIAS D T,,CARTAGENA DE INDIAS D T,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de Indias , D.T.",CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,90.48,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,69.77,25001,AGUA DE DIOS,CUNDINAMARCA,57.14,CARTAGENA DE INDIAS D T,,CARTAGENA DE INDIAS D T,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de Indias , D.T. y C",CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28,CARTAGENA DE INDIAS D T Y C,,CARTAGENA DE INDIAS D T Y C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de Indias , D.T. y C.",CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28,CARTAGENA DE INDIAS D T Y C,,CARTAGENA DE INDIAS D T Y C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de Indias Avenida Santander No. 46 - B , Edificio Mar del Norte , Cartagena",CARTAGENA DE INDIAS AVENIDA SANTANDER NO 46 B EDIFICIO MAR DEL NORTE CARTAGENA,CARTAGENA DE INDIAS AVENIDA SANTANDER NO 46 B EDIFICIO MAR DEL NORTE CARTAGENA,CARTAGENA DE INDIAS AVENIDA NO 46 B EDIFICIO MAR DEL NORTE CARTAGENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,43.68,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,36.36,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,36.17,CARTAGENA DE INDIAS AVENIDA SANTAN DER NO 46 B EDIFICIO MAR DEL NORTE CARTAGENA,SANTAN DER,CARTAGENA DE INDIAS AVENIDA NO 46 B EDIFICIO MAR DEL NORTE CARTAGENA,CARTAGENA INDIAS AVENIDA 46 B EDIFICIO MAR NORTE CARTAGENA,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,13001,CARTAGENA DE INDIAS,BOLÍVAR,46.75,CARTAGENA DE INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,43.59,CARTAGENA DEL CHAIRA,52694,SAN PEDRO DE CARTAGO,NARIÑO,41.03,SAN PEDRO DE CARTAGO
Cartagena de Indias D. T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,90.48,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,69.77,25001,AGUA DE DIOS,CUNDINAMARCA,57.14,CARTAGENA DE INDIAS D T,,CARTAGENA DE INDIAS D T,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de Indias D. T ,",CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,90.48,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,69.77,25001,AGUA DE DIOS,CUNDINAMARCA,57.14,CARTAGENA DE INDIAS D T,,CARTAGENA DE INDIAS D T,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartagena de Indias D. T.,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,CARTAGENA DE INDIAS D T,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,90.48,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,69.77,25001,AGUA DE DIOS,CUNDINAMARCA,57.14,CARTAGENA DE INDIAS D T,,CARTAGENA DE INDIAS D T,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartagena de Indias D. T. y C.,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28,CARTAGENA DE INDIAS D T Y C,,CARTAGENA DE INDIAS D T Y C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartagena de Indias D.T. & C,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,86.36,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,62.22,25001,AGUA DE DIOS,CUNDINAMARCA,54.05,CARTAGENA DE INDIAS D T C,,CARTAGENA DE INDIAS D T C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartagena de Indias D.T. & C.,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,86.36,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,62.22,25001,AGUA DE DIOS,CUNDINAMARCA,54.05,CARTAGENA DE INDIAS D T C,,CARTAGENA DE INDIAS D T C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartagena de Indias D.T. Y C.,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28,CARTAGENA DE INDIAS D T Y C,,CARTAGENA DE INDIAS D T Y C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de Indias D.T. y C. ,",CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28,CARTAGENA DE INDIAS D T Y C,,CARTAGENA DE INDIAS D T Y C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
"Cartagena de indias D. T. y C ,",CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,CARTAGENA DE INDIAS D T Y C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,82.61,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.57,25001,AGUA DE DIOS,CUNDINAMARCA,51.28,CARTAGENA DE INDIAS D T Y C,,CARTAGENA DE INDIAS D T Y C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartagena de indias D.T.C.,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,CARTAGENA DE INDIAS D T C,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,86.36,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,62.22,25001,AGUA DE DIOS,CUNDINAMARCA,54.05,CARTAGENA DE INDIAS D T C,,CARTAGENA DE INDIAS D T C,CARTAGENA INDIAS T,PENDIENTE,,,,,,"mejor fuzzy insuficiente (94.12, margen 23.53)",13001,CARTAGENA DE INDIAS,BOLÍVAR,94.12,CARTAGENA INDIAS,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,70.59,CARTAGENA CHAIRA,41378,LA ARGENTINA,HUILA,60.0,LA ARGENTINA
Cartago V,CARTAGO V,CARTAGO V,CARTAGO V,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,87.5,68169,CHARTA,SANTANDER,66.67,13160,CANTAGALLO,BOLÍVAR,63.16,CARTAGO V,,CARTAGO V,CARTAGO V,PENDIENTE,,,,,,"mejor fuzzy insuficiente (87.50, margen 20.83)",76147,CARTAGO,VALLE DEL CAUCA,87.5,CARTAGO,68169,CHARTA,SANTANDER,66.67,CHARTA,13160,CANTAGALLO,BOLÍVAR,63.16,CANTAGALLO
Caucasia ANT,CAUCASIA ANT,CAUCASIA ANT,CAUCASIA ANT,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5154,CAUCASIA,ANTIOQUIA,80.0,68152,CARCASÍ,SANTANDER,63.16,15224,CUCAITA,BOYACÁ,63.16,CAUCASIA ANT,,CAUCASIA ANT,CAUCASIA ANT,PENDIENTE,,,,,,"mejor fuzzy insuficiente (80.00, margen 16.84)",05154,CAUCASIA,ANTIOQUIA,80.0,CAUCASIA,76036,ANDALUCÍA,VALLE DEL CAUCA,66.67,ANDALUCIA,15224,CUCAITA,BOYACÁ,63.16,CUCAITA
Cerrito S / der,CERRITO S DER,CERRITO S DER,CERRITO S DER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68162,CERRITO,SANTANDER,70.0,54553,PUERTO SANTANDER,NORTE DE SANTANDER,62.07,76248,EL CERRITO,VALLE DEL CAUCA,60.87,CERRITO S DER,,CERRITO S DER,CERRITO S DER,PENDIENTE,,,,,,"mejor fuzzy insuficiente (70.00, margen 3.33)",76248,EL CERRITO,VALLE DEL CAUCA,78.26,EL CERRITO,05579,PUERTO BERRÍO,ANTIOQUIA,61.54,PUERTO BERRIO,47161,CERRO DE SAN ANTONIO,MAGDALENA,60.61,CERRO DE SAN ANTONIO
Chia Cundinamrca,CHIA CUNDINAMRCA,CHIA CUNDINAMRCA,CHIA CUNDINAMRCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73124,CAJAMARCA,TOLIMA,56.0,17174,CHINCHINÁ,CALDAS,56.0,54172,CHINÁCOTA,NORTE DE SANTANDER,56.0,CHIA CUNDINAMRCA,,CHIA CUNDINAMRCA,CHIA CUNDINAMRCA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (57.14, margen 1.14)",15176,CHIQUINQUIRÁ,BOYACÁ,57.14,CHIQUINQUIRA,17174,CHINCHINÁ,CALDAS,56.0,CHINCHINA,54172,CHINÁCOTA,NORTE DE SANTANDER,56.0,CHINACOTA
Cimitarra Veintidós,CIMITARRA VEINTIDOS,CIMITARRA VEINTIDOS,CIMITARRA VEINTIDOS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68190,CIMITARRA,SANTANDER,64.29,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,53.66,13001,CARTAGENA DE INDIAS,BOLÍVAR,52.63,CIMITARRA VEINTIDOS,,CIMITARRA VEINTIDOS,CIMITARRA VEINTIDOS,PENDIENTE,,,,,,"mejor fuzzy insuficiente (64.29, margen 10.63)",68190,CIMITARRA,SANTANDER,64.29,CIMITARRA,47720,SANTA BÁRBARA DE PINTO,MAGDALENA,53.66,SANTA BARBARA DE PINTO,13001,CARTAGENA DE INDIAS,BOLÍVAR,52.63,CARTAGENA DE INDIAS
Clemencia - Bolíva,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13222,CLEMENCIA,BOLÍVAR,72.0,5101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,61.11,CLEMENCIA BOLIVA,,CLEMENCIA BOLIVA,CLEMENCIA BOLIVA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (73.33, margen 1.33)",13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,73.33,CARMEN BOLIVAR,13222,CLEMENCIA,BOLÍVAR,72.0,CLEMENCIA,05101,CIUDAD BOLÍVAR,ANTIOQUIA,66.67,CIUDAD BOLIVAR
Colombia de Buenaventura Valle del Cauca,COLOMBIA DE BUENAVENTURA VALLE DEL CAUCA,COLOMBIA DE BUENAVENTURA VALLE DEL CAUCA,COLOMBIA DE BUENAVENTURA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76109,BUENAVENTURA,VALLE DEL CAUCA,70.67,47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,58.82,41206,COLOMBIA,HUILA,50.0,COLOMBIA DE BUENAVENTURA VALLE DEL CAUCA,VALLE DEL CAUCA,COLOMBIA DE BUENAVENTURA,COLOMBIA BUENAVENTURA,PENDIENTE,,,,,,"mejor fuzzy insuficiente (80.73, margen 25.55)",76109,BUENAVENTURA,VALLE DEL CAUCA,80.73,BUENAVENTURA,13074,BARRANCO DE LOBA,BOLÍVAR,58.82,BARRANCO LOBA,41206,COLOMBIA,HUILA,55.17,COLOMBIA
Colombia sobre las cuentas de ahorro Ofíciese Notifíquese Fdo PAULO CÉSAR,COLOMBIA SOBRE LAS CUENTAS DE AHORRO OFICIESE NOTIFIQUESE FDO PAULO CESAR,COLOMBIA SOBRE LAS CUENTAS DE AHORRO OFICIESE NOTIFIQUESE FDO PAULO CESAR,COLOMBIA SOBRE LAS CUENTAS DE AHORRO OFICIESE NOTIFIQUESE FDO PAULO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20443,MANAURE BALCÓN DEL CESAR,CESAR,39.16,20400,LA JAGUA DE IBIRICO,CESAR,36.56,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,35.56,COLOMBIA SOBRE LAS CUENTAS DE AHORRO OFICIESE NOTIFIQUESE FDO PAULO CESAR,CESAR,COLOMBIA SOBRE LAS CUENTAS DE AHORRO OFICIESE NOTIFIQUESE FDO PAULO,COLOMBIA SOBRE CUENTAS AHORRO OFICIESE NOTIFIQUESE FDO PAULO,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,20443,MANAURE BALCÓN DEL CESAR,CESAR,43.71,MANAURE BALCON DEL CESAR,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,38.55,EL CANTON DEL SAN PABLO,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,35.9,SAN JOSE DE CUCUTA
Consejo Superior Espinal Tolima,CONSEJO SUPERIOR ESPINAL TOLIMA,CONSEJO SUPERIOR ESPINAL TOLIMA,CONSEJO SUPERIOR ESPINAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73268,ESPINAL,TOLIMA,49.16,5206,CONCEPCIÓN,ANTIOQUIA,47.06,68207,CONCEPCIÓN,SANTANDER,47.06,CONSEJO SUPERIOR ESPINAL TOLIMA,TOLIMA,CONSEJO SUPERIOR ESPINAL,CONSEJO SUPERIOR ESPINAL,PENDIENTE,,,,,,"mejor fuzzy insuficiente (53.16, margen 1.26)",50450,PUERTO CONCORDIA,META,55.0,PUERTO CONCORDIA,13688,SANTA ROSA DEL SUR,BOLÍVAR,52.63,SANTA ROSA SUR,08573,PUERTO COLOMBIA,ATLÁNTICO,51.28,PUERTO COLOMBIA
Consejo Superior PAZ DE ARIPORO CASANARE,CONSEJO SUPERIOR PAZ DE ARIPORO CASANARE,CONSEJO SUPERIOR PAZ DE ARIPORO CASANARE,CONSEJO SUPERIOR PAZ DE ARIPORO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,85250,PAZ DE ARIPORO,CASANARE,66.22,52694,SAN PEDRO DE CARTAGO,NARIÑO,50.98,15537,PAZ DE RÍO,BOYACÁ,48.78,CONSEJO SUPERIOR PAZ DE ARIPORO CASANARE,CASANARE,CONSEJO SUPERIOR PAZ DE ARIPORO,CONSEJO SUPERIOR PAZ ARIPORO,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,85250,PAZ DE ARIPORO,CASANARE,69.9,PAZ DE ARIPORO,91540,PUERTO NARIÑO,AMAZONAS,53.66,PUERTO NARINO,86569,PUERTO CAICEDO,PUTUMAYO,52.38,PUERTO CAICEDO
"Cotorra , siete",COTORRA SIETE,COTORRA SIETE,COTORRA SIETE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23300,COTORRA,CÓRDOBA,70.0,15215,CORRALES,BOYACÁ,57.14,23162,CERETÉ,CÓRDOBA,52.63,COTORRA SIETE,,COTORRA SIETE,COTORRA SIETE,PENDIENTE,,,,,,"mejor fuzzy insuficiente (70.00, margen 12.86)",23300,COTORRA,CÓRDOBA,70.0,COTORRA,15215,CORRALES,BOYACÁ,57.14,CORRALES,50450,PUERTO CONCORDIA,META,55.17,PUERTO CONCORDIA
Cunvedo Superior LA PLATA HUILA,CUNVEDO SUPERIOR LA PLATA HUILA,CUNVEDO SUPERIOR LA PLATA HUILA,CUNVEDO SUPERIOR LA PLATA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,41396,LA PLATA,HUILA,52.48,41503,OPORAPA,HUILA,47.75,27810,UNIÓN PANAMERICANA,CHOCÓ,46.51,CUNVEDO SUPERIOR LA PLATA HUILA,HUILA,CUNVEDO SUPERIOR LA PLATA,CUNVEDO SUPERIOR PLATA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,86569,PUERTO CAICEDO,PUTUMAYO,55.56,PUERTO CAICEDO,23574,PUERTO ESCONDIDO,CÓRDOBA,52.63,PUERTO ESCONDIDO,13688,SANTA ROSA DEL SUR,BOLÍVAR,50.0,SANTA ROSA DEL SUR
CÚCUTA NORTE DE SANTANDER JORGE MAYID GENE BELTRAN,CUCUTA NORTE DE SANTANDER JORGE MAYID GENE BELTRAN,CUCUTA NORTE DE SANTANDER JORGE MAYID GENE BELTRAN,CUCUTA JORGE MAYID GENE BELTRAN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,49.06,68684,SAN JOSÉ DE MIRANDA,SANTANDER,48.0,27150,CARMEN DEL DARIÉN,CHOCÓ,45.83,CUCUTA NORTE DE SANTAN DER JORGE MAYID GENE BELTRAN,NORTE DE SANTAN DER,CUCUTA JORGE MAYID GENE BELTRAN,CUCUTA JORGE MAYID GENE BELTRAN,PENDIENTE,,,,,,texto demasiado largo para autoaprobación segura,54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,65.14,SAN JOSE DE CUCUTA,18610,SAN JOSÉ DEL FRAGUA,CAQUETÁ,48.0,SAN JOSE DEL FRAGUA,95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,46.15,SAN JOSE DEL GUAVIARE
Cáchira N DE S,CACHIRA N DE S,CACHIRA N DE S,CACHIRA N DE S,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54128,CÁCHIRA,NORTE DE SANTANDER,66.67,13001,CARTAGENA DE INDIAS,BOLÍVAR,60.61,50006,ACACÍAS,META,57.14,CACHIRA N DE S,,CACHIRA N DE S,CACHIRA N S,PENDIENTE,,,,,,"mejor fuzzy insuficiente (77.78, margen 11.11)",54128,CÁCHIRA,NORTE DE SANTANDER,77.78,CACHIRA,50006,ACACÍAS,META,66.67,ACACIAS,25123,CACHIPAY,CUNDINAMARCA,63.16,CACHIPAY
César Uribe Piedrahita,CESAR URIBE PIEDRAHITA,CESAR URIBE PIEDRAHITA,URIBE PIEDRAHITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25807,TIBIRITA,CUNDINAMARCA,58.33,44847,URIBIA,LA GUAJIRA,54.55,47541,PEDRAZA,MAGDALENA,52.17,CESAR URIBE PIEDRAHITA,CESAR,URIBE PIEDRAHITA,URIBE PIEDRAHITA,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,05665,SAN PEDRO DE URABÁ,ANTIOQUIA,58.06,SAN PEDRO URABA,19548,PIENDAMÓ - TUNÍA,CAUCA,53.33,PIENDAMO TUNIA,47541,PEDRAZA,MAGDALENA,52.17,PEDRAZA
"Cómbita , cuatro",COMBITA CUATRO,COMBITA CUATRO,COMBITA CUATRO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15204,CÓMBITA,BOYACÁ,66.67,52233,CUMBITARA,NARIÑO,60.87,54871,VILLA CARO,NORTE DE SANTANDER,58.33,COMBITA CUATRO,,COMBITA CUATRO,COMBITA CUATRO,PENDIENTE,,,,,,"mejor fuzzy insuficiente (66.67, margen 5.80)",08573,PUERTO COLOMBIA,ATLÁNTICO,68.97,PUERTO COLOMBIA,15204,CÓMBITA,BOYACÁ,66.67,COMBITA,52233,CUMBITARA,NARIÑO,60.87,CUMBITARA
"Córdoba , Quindío",CORDOBA QUINDIO,CORDOBA QUINDIO,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,63212,CÓRDOBA,QUINDÍO,67.64,13212,CÓRDOBA,BOLÍVAR,63.64,52215,CÓRDOBA,NARIÑO,63.64,CORDOBA QUINDIO,CORDOBA,QUINDIO,QUINDIO,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,27001,QUIBDÓ,CHOCÓ,76.92,QUIBDO,05475,MURINDÓ,ANTIOQUIA,71.43,MURINDO,76400,LA UNIÓN,VALLE DEL CAUCA,66.67,UNION
Córdoba Quindío,CORDOBA QUINDIO,CORDOBA QUINDIO,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,63212,CÓRDOBA,QUINDÍO,67.64,13212,CÓRDOBA,BOLÍVAR,63.64,52215,CÓRDOBA,NARIÑO,63.64,CORDOBA QUINDIO,CORDOBA,QUINDIO,QUINDIO,PENDIENTE,,,,,,mejor fuzzy contradice departamento detectado,27001,QUIBDÓ,CHOCÓ,76.92,QUIBDO,05475,MURINDÓ,ANTIOQUIA,71.43,MURINDO,76400,LA UNIÓN,VALLE DEL CAUCA,66.67,UNION
