valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
ACACÍAS,ACACIAS,ACACIAS,ACACIAS,50006,ACACÍAS,META,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ACACÍAS META,ACACIAS META,ACACIAS META,ACACIAS,50006,ACACÍAS,META,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ACANDI,ACANDI,ACANDI,ACANDI,27006,ACANDÍ,CHOCÓ,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ACANDÌ-CHOCO,ACANDI CHOCO,ACANDI CHOCO,ACANDI,27006,ACANDÍ,CHOCÓ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ACANDÍ CHOCÓ,ACANDI CHOCO,ACANDI CHOCO,ACANDI,27006,ACANDÍ,CHOCÓ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ACHI,ACHI,ACHI,ACHI,13006,ACHÍ,BOLÍVAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ACHI - BOLIVAR,ACHI BOLIVAR,ACHI BOLIVAR,ACHI,13006,ACHÍ,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ACHI BOLIVAR,ACHI BOLIVAR,ACHI BOLIVAR,ACHI,13006,ACHÍ,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ACHI-BOLIVAR,ACHI BOLIVAR,ACHI BOLIVAR,ACHI,13006,ACHÍ,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGRADO HUILA,AGRADO HUILA,AGRADO HUILA,AGRADO,41013,AGRADO,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUA DE DIOS - CUNDINAMARCA,AGUA DE DIOS CUNDINAMARCA,AGUA DE DIOS CUNDINAMARCA,AGUA DE DIOS,25001,AGUA DE DIOS,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUA DE DIOS-CUNDINAMARCA,AGUA DE DIOS CUNDINAMARCA,AGUA DE DIOS CUNDINAMARCA,AGUA DE DIOS,25001,AGUA DE DIOS,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUACHICA,AGUACHICA,AGUACHICA,AGUACHICA,20011,AGUACHICA,CESAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"AGUACHICA ,",AGUACHICA,AGUACHICA,AGUACHICA,20011,AGUACHICA,CESAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
AGUACHICA - CESAR,AGUACHICA CESAR,AGUACHICA CESAR,AGUACHICA,20011,AGUACHICA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUACHICA CESAR,AGUACHICA CESAR,AGUACHICA CESAR,AGUACHICA,20011,AGUACHICA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"AGUACHICA, CESAR",AGUACHICA CESAR,AGUACHICA CESAR,AGUACHICA,20011,AGUACHICA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUACHICA- CESAR,AGUACHICA CESAR,AGUACHICA CESAR,AGUACHICA,20011,AGUACHICA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUACHICA-CESAR,AGUACHICA CESAR,AGUACHICA CESAR,AGUACHICA,20011,AGUACHICA,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"AGUADA , SANTANDER",AGUADA SANTANDER,AGUADA SANTANDER,AGUADA,68013,AGUADA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUADA SANTANDER,AGUADA SANTANDER,AGUADA SANTANDER,AGUADA,68013,AGUADA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUADA-SANTANDER,AGUADA SANTANDER,AGUADA SANTANDER,AGUADA,68013,AGUADA,SANTANDER,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUADAS,AGUADAS,AGUADAS,AGUADAS,17013,AGUADAS,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
AGUADAS - CALDAS,AGUADAS CALDAS,AGUADAS CALDAS,AGUADAS,17013,AGUADAS,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUADAS CALDAS,AGUADAS CALDAS,AGUADAS CALDAS,AGUADAS,17013,AGUADAS,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUADAS-CALDAS,AGUADAS CALDAS,AGUADAS CALDAS,AGUADAS,17013,AGUADAS,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUAZUL CASANARE ||,AGUAZUL CASANARE,AGUAZUL CASANARE,AGUAZUL,85010,AGUAZUL,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"AGUAZUL, CASANARE",AGUAZUL CASANARE,AGUAZUL CASANARE,AGUAZUL,85010,AGUAZUL,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUAZUL-CASANARE,AGUAZUL CASANARE,AGUAZUL CASANARE,AGUAZUL,85010,AGUAZUL,CASANARE,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUSTIN CODAZZI  CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUSTIN CODAZZI - CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"AGUSTÍN CODAZZI , CESAR",AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AGUSTÍN CODAZZI-CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI CESAR,AGUSTIN CODAZZI,20013,AGUSTÍN CODAZZI,CESAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AIPE,AIPE,AIPE,AIPE,41016,AIPE,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
AIPE - HUILA,AIPE HUILA,AIPE HUILA,AIPE,41016,AIPE,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AIPE HUILA,AIPE HUILA,AIPE HUILA,AIPE,41016,AIPE,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AIPE – HUILA,AIPE HUILA,AIPE HUILA,AIPE,41016,AIPE,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AIPE-HUILA,AIPE HUILA,AIPE HUILA,AIPE,41016,AIPE,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALBANIA - LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA,44035,ALBANIA,LA GUAJIRA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
ALBANIA -LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA,44035,ALBANIA,LA GUAJIRA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
ALBANIA LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA,44035,ALBANIA,LA GUAJIRA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
ALBANIA-LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA LA GUAJIRA,ALBANIA,44035,ALBANIA,LA GUAJIRA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
ALBÁN CUNDINAMARCA,ALBAN CUNDINAMARCA,ALBAN CUNDINAMARCA,ALBAN,25019,ALBÁN,CUNDINAMARCA,exact,97.00,AUTO_APROBADO,nombre ambiguo resuelto por departamento explicito en el texto,,,,,,,,,,,,
ALCALÁ,ALCALA,ALCALA,ALCALA,76020,ALCALÁ,VALLE DEL CAUCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ALCALÁ VALLE DEL CAUCA,ALCALA VALLE DEL CAUCA,ALCALA VALLE DEL CAUCA,ALCALA,76020,ALCALÁ,VALLE DEL CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALDANA NARIÑO,ALDANA NARINO,ALDANA NARINO,ALDANA,52022,ALDANA,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALGARROBO,ALGARROBO,ALGARROBO,ALGARROBO,47030,ALGARROBO,MAGDALENA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"ALGARROBO , MAGDALENA",ALGARROBO MAGDALENA,ALGARROBO MAGDALENA,ALGARROBO,47030,ALGARROBO,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALGECIRAS,ALGECIRAS,ALGECIRAS,ALGECIRAS,41020,ALGECIRAS,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ALGECIRAS - HUILA,ALGECIRAS HUILA,ALGECIRAS HUILA,ALGECIRAS,41020,ALGECIRAS,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALGECIRAS HUILA,ALGECIRAS HUILA,ALGECIRAS HUILA,ALGECIRAS,41020,ALGECIRAS,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALMAGUER,ALMAGUER,ALMAGUER,ALMAGUER,19022,ALMAGUER,CAUCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ALMEIDA BOYACÁ,ALMEIDA BOYACA,ALMEIDA BOYACA,ALMEIDA,15022,ALMEIDA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALMEIDA- BOYACÁ,ALMEIDA BOYACA,ALMEIDA BOYACA,ALMEIDA,15022,ALMEIDA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALTAMIRA,ALTAMIRA,ALTAMIRA,ALTAMIRA,41026,ALTAMIRA,HUILA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ALTOS  DEL ROSARIO,ALTOS DEL ROSARIO,ALTOS DEL ROSARIO,ALTOS DEL ROSARIO,13030,ALTOS DEL ROSARIO,BOLÍVAR,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ALTOS DEL ROSARIO BOLIVAR,ALTOS DEL ROSARIO BOLIVAR,ALTOS DEL ROSARIO BOLIVAR,ALTOS DEL ROSARIO,13030,ALTOS DEL ROSARIO,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALTOS DEL ROSARIO-BOLIVAR,ALTOS DEL ROSARIO BOLIVAR,ALTOS DEL ROSARIO BOLIVAR,ALTOS DEL ROSARIO,13030,ALTOS DEL ROSARIO,BOLÍVAR,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALVARADO - TOLIMA,ALVARADO TOLIMA,ALVARADO TOLIMA,ALVARADO,73026,ALVARADO,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ALVARADO-TOLIMA,ALVARADO TOLIMA,ALVARADO TOLIMA,ALVARADO,73026,ALVARADO,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AMAGA,AMAGA,AMAGA,AMAGA,5030,AMAGÁ,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"AMALFI , ANTIOQUIA",AMALFI ANTIOQUIA,AMALFI ANTIOQUIA,AMALFI,5031,AMALFI,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AMALFI ANTIOQUIA,AMALFI ANTIOQUIA,AMALFI ANTIOQUIA,AMALFI,5031,AMALFI,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AMBALEMA,AMBALEMA,AMBALEMA,AMBALEMA,73030,AMBALEMA,TOLIMA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
AMBALEMA - TOLIMA,AMBALEMA TOLIMA,AMBALEMA TOLIMA,AMBALEMA,73030,AMBALEMA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AMBALEMA -TOLIMA,AMBALEMA TOLIMA,AMBALEMA TOLIMA,AMBALEMA,73030,AMBALEMA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AMBALEMA TOLIMA,AMBALEMA TOLIMA,AMBALEMA TOLIMA,AMBALEMA,73030,AMBALEMA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AMBALEMA-TOLIMA,AMBALEMA TOLIMA,AMBALEMA TOLIMA,AMBALEMA,73030,AMBALEMA,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANAPOIMA - CUNDINAMARCA,ANAPOIMA CUNDINAMARCA,ANAPOIMA CUNDINAMARCA,ANAPOIMA,25035,ANAPOIMA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANAPOIMA CUNDINAMARCA,ANAPOIMA CUNDINAMARCA,ANAPOIMA CUNDINAMARCA,ANAPOIMA,25035,ANAPOIMA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANCUYA,ANCUYA,ANCUYA,ANCUYA,52036,ANCUYA,NARIÑO,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ANCUYA - NARIÑO,ANCUYA NARINO,ANCUYA NARINO,ANCUYA,52036,ANCUYA,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANCUYA NARIÑO,ANCUYA NARINO,ANCUYA NARINO,ANCUYA,52036,ANCUYA,NARIÑO,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANDALUCIA,ANDALUCIA,ANDALUCIA,ANDALUCIA,76036,ANDALUCÍA,VALLE DEL CAUCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ANDALUCIA - VALLE DEL CAUCA,ANDALUCIA VALLE DEL CAUCA,ANDALUCIA VALLE DEL CAUCA,ANDALUCIA,76036,ANDALUCÍA,VALLE DEL CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANDALUCIA-VALLE DEL CAUCA,ANDALUCIA VALLE DEL CAUCA,ANDALUCIA VALLE DEL CAUCA,ANDALUCIA,76036,ANDALUCÍA,VALLE DEL CAUCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANDES,ANDES,ANDES,ANDES,5034,ANDES,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ANDES ANTIOQUIA,ANDES ANTIOQUIA,ANDES ANTIOQUIA,ANDES,5034,ANDES,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANGOSTURA,ANGOSTURA,ANGOSTURA,ANGOSTURA,5038,ANGOSTURA,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ANGOSTURA - ANTIOQUIA,ANGOSTURA ANTIOQUIA,ANGOSTURA ANTIOQUIA,ANGOSTURA,5038,ANGOSTURA,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANGOSTURA ANTIOQUIA,ANGOSTURA ANTIOQUIA,ANGOSTURA ANTIOQUIA,ANGOSTURA,5038,ANGOSTURA,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANOLAIMA,ANOLAIMA,ANOLAIMA,ANOLAIMA,25040,ANOLAIMA,CUNDINAMARCA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ANOLAIMA - CUNDINAMARCA,ANOLAIMA CUNDINAMARCA,ANOLAIMA CUNDINAMARCA,ANOLAIMA,25040,ANOLAIMA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANOLAIMA CUNDINAMARCA,ANOLAIMA CUNDINAMARCA,ANOLAIMA CUNDINAMARCA,ANOLAIMA,25040,ANOLAIMA,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANORI ANTIOQUIA,ANORI ANTIOQUIA,ANORI ANTIOQUIA,ANORI,5040,ANORÍ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANSERMA,ANSERMA,ANSERMA,ANSERMA,17042,ANSERMA,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ANSERMA  CALDAS,ANSERMA CALDAS,ANSERMA CALDAS,ANSERMA,17042,ANSERMA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
"ANSERMA , CALDAS",ANSERMA CALDAS,ANSERMA CALDAS,ANSERMA,17042,ANSERMA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANSERMA - CALDAS,ANSERMA CALDAS,ANSERMA CALDAS,ANSERMA,17042,ANSERMA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANSERMA CALDAS,ANSERMA CALDAS,ANSERMA CALDAS,ANSERMA,17042,ANSERMA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANSERMA-CALDAS,ANSERMA CALDAS,ANSERMA CALDAS,ANSERMA,17042,ANSERMA,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANTIOQUIA - COLOMBIA,ANTIOQUIA COLOMBIA,ANTIOQUIA COLOMBIA,COLOMBIA,41206,COLOMBIA,HUILA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ANZOATEGUI TOLIMA,ANZOATEGUI TOLIMA,ANZOATEGUI TOLIMA,ANZOATEGUI,73043,ANZOÁTEGUI,TOLIMA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APARTADO,APARTADO,APARTADO,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APARTADÓ,APARTADO,APARTADO,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"APARTADÓ , ANTIOQUIA",APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APARTADÓ - ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APARTADÓ ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APARTADÓ – - ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APARTADÓ-ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO ANTIOQUIA,APARTADO,5045,APARTADÓ,ANTIOQUIA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APIA,APIA,APIA,APIA,66045,APÍA,RISARALDA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"APIA , RISARALDA",APIA RISARALDA,APIA RISARALDA,APIA,66045,APÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APIA - RISARALDA,APIA RISARALDA,APIA RISARALDA,APIA,66045,APÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APIA RISARALDA,APIA RISARALDA,APIA RISARALDA,APIA,66045,APÍA,RISARALDA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APULO - CUNDINAMARCA,APULO CUNDINAMARCA,APULO CUNDINAMARCA,APULO,25599,APULO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
APULO CUNDINAMARCA,APULO CUNDINAMARCA,APULO CUNDINAMARCA,APULO,25599,APULO,CUNDINAMARCA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AQUITANIA - BOYACA,AQUITANIA BOYACA,AQUITANIA BOYACA,AQUITANIA,15047,AQUITANIA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
AQUITANIA BOYACÁ,AQUITANIA BOYACA,AQUITANIA BOYACA,AQUITANIA,15047,AQUITANIA,BOYACÁ,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ARACATACA,ARACATACA,ARACATACA,ARACATACA,47053,ARACATACA,MAGDALENA,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
"ARACATACA ,MAGDALENA",ARACATACA MAGDALENA,ARACATACA MAGDALENA,ARACATACA,47053,ARACATACA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ARACATACA - MAGDALENA,ARACATACA MAGDALENA,ARACATACA MAGDALENA,ARACATACA,47053,ARACATACA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ARACATACA -MAGDALENA,ARACATACA MAGDALENA,ARACATACA MAGDALENA,ARACATACA,47053,ARACATACA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ARACATACA MAGDALENA,ARACATACA MAGDALENA,ARACATACA MAGDALENA,ARACATACA,47053,ARACATACA,MAGDALENA,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ARANZAZU,ARANZAZU,ARANZAZU,ARANZAZU,17050,ARANZAZU,CALDAS,exact,100.00,AUTO_APROBADO,coincidencia exacta con municipio DANE unico,,,,,,,,,,,,
ARANZAZU - CALDAS,ARANZAZU CALDAS,ARANZAZU CALDAS,ARANZAZU,17050,ARANZAZU,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
ARANZAZU CALDAS,ARANZAZU CALDAS,ARANZAZU CALDAS,ARANZAZU,17050,ARANZAZU,CALDAS,exact,99.00,AUTO_APROBADO,coincidencia exacta tras limpiar contexto/departamento,,,,,,,,,,,,
