"","","","","","","","","","",""
"","Consejo Superior de la Judicatura","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","DIRECTORIO DE DESPACHOS JUDICIALES","","","","","","","","",""
"Consejo Superior de la Judicatura","","","","","","","","","",""
"Fecha: 25/03/2026 11:12:16 AM","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"JURISDICCIÓN","DISTRITO","CIRCUITO","DEPARTAMENTO","MUNICIPIO","CODIGO DESPACHO","NOMBRE DESPACHO","JUEZ/MAGISTRADO DESPACHO","DIRECCIÓN DESPACHO","TELÉFONO","ÁREA"
"CONSEJO SUPERIOR DE LA JUDICATURA","ANTIOQUIA","ANTIOQUIA","ANTIOQUIA","MEDELLÍN","050011398000","CONSEJO SECCIONAL DE LA JUDICATURA DE ANTIOQUIA - SECRETARÍA","","Carrera 52#42-73 - Edificio José Félix De Restrepo, Piso 26, Oficina 2626","4- 2328525 Ext. 1132","ADMINISTRATIVA"
"CONSEJO SUPERIOR DE LA JUDICATURA","ANTIOQUIA","ANTIOQUIA","ANTIOQUIA","MEDELLÍN","050011398001","CONSEJO SECCIONAL DE LA JUDICATURA DE ANTIOQUIA - DESPACHO 1","ROSALBA GARCES BETANCUR","Carrera 52#42-73 - Edificio José Félix De Restrepo, Pisos 26 Y 27","4- 2328525 Ext. 1131","ADMINISTRATIVA"
"CONSEJO SUPERIOR DE LA JUDICATURA","ANTIOQUIA","ANTIOQUIA","ANTIOQUIA","MEDELLÍN","050011398002","CONSEJO SECCIONAL DE LA JUDICATURA DE ANTIOQUIA - DESPACHO 2","Francisco Rafael Arcieri Saldarriaga","Carrera 52#42-73 - Edificio José Félix De Restrepo, Pisos 26 Y 27","4- 2328525","ADMINISTRATIVA"
"CONSEJO SUPERIOR DE LA JUDICATURA","ANTIOQUIA","ANTIOQUIA","ANTIOQUIA","MEDELLÍN","050011398003","CONSEJO SECCIONAL DE LA JUDICATURA DE ANTIOQUIA - DESPACHO 3","Mario Alberto Valderrama Yague","Carrera 52#42-73 - Edificio José Félix De Restrepo, Piso 25","4- 2328525 Ext. 1125","ADMINISTRATIVA"
"CONSEJO SUPERIOR DE LA JUDICATURA","ANTIOQUIA","ANTIOQUIA","ANTIOQUIA","MEDELLÍN","050011398200","CONSEJO SECCIONAL DE LA JUDICATURA DE ANTIOQUIA - UNIDAD DE AUDITORÍA - OFICINA SECCIONAL","","Carrera 52#42-73 - Edificio José Félix De Restrepo, Pisos 26 Y 27","4- 2328525","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050012203000","SECRETARÍA DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE MEDELLÍN ","","Nr","4-","ADMINISTRATIVA"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050012203001","DESPACHO 001 DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE MEDELLÍN ","SERGIO RAUL CARDOSO GONZALEZ","Calle 14#48-32 - Oficina 615","4-4017172","JUDICIAL"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050012203002","DESPACHO 002 DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE MEDELLÍN ","LUIS ENRIQUE  GIL  MARIN","Calle 14#48-32 - Edifio Horacio Montoya Gil. Oficina 611","4-3628867","JUDICIAL"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050012203003","DESPACHO 003 DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE MEDELLÍN ","MARTHA CECILIA OSPINA  PATIÑO","Calle 14# 48-32 - Oficina 614","4-4017907","JUDICIAL"
"ORDINARIA","MEDELLÍN","MEDELLÍN","ANTIOQUIA","MEDELLÍN","050012203004","DESPACHO 004 DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE MEDELLÍN ","MARTHA CECILIA  LEMA  VILLADA","Calle 14#48-32","4-","JUDICIAL"
