nombre_normalizado,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
PERSONERIA DE AGUADAS,PERSONERIA DE AGUADAS,publica,gov,AGUADAS,CALDAS,NO APLICA,ACTIVA
PERSONERIA DE AGUAZUL,PERSONERIA DE AGUAZUL,publica,gov,AGUAZUL,CASANARE,NO APLICA,ACTIVA
PERSONERIA DE AGUSTIN CODAZZI,PERSONERIA DE AGUSTIN CODAZZI,publica,gov,AGUSTÍN CODAZZI,CESAR,NO APLICA,ACTIVA
PERSONERIA DE AIPE,PERSONERIA DE AIPE,publica,gov,AIPE,HUILA,NO APLICA,ACTIVA
PERSONERIA DE ALBAN ALBAN CUNDINAMARCA,"PERSONERIA DE ALBAN -- ALBAN, CUNDINAMARCA",publica,gov,ALBÁN,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE ALBAN ALBAN NARINO,"PERSONERIA DE ALBAN -- ALBAN, NARIÑO",publica,gov,ALBÁN,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE ALBANIA,PERSONERIA DE ALBANIA,publica,gov,ALBANIA,LA GUAJIRA,NO APLICA,ACTIVA
PERSONERIA DE ALBANIA ALBANIA CAQUETA,"PERSONERIA DE ALBANIA -- ALBANIA, CAQUETA",publica,gov,ALBANIA,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE ALBANIA ALBANIA SANTANDER,"PERSONERIA DE ALBANIA -- ALBANIA, SANTANDER",publica,gov,ALBANIA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE ALCALA,PERSONERIA DE ALCALA,publica,gov,ALCALÁ,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE ALDANA,PERSONERIA DE ALDANA,publica,gov,ALDANA,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE ALEJANDRIA,PERSONERIA DE ALEJANDRIA,publica,gov,ALEJANDRÍA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ALGARROBO,PERSONERIA DE ALGARROBO,publica,gov,ALGARROBO,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE ALGECIRAS,PERSONERIA DE ALGECIRAS,publica,gov,ALGECIRAS,HUILA,NO APLICA,ACTIVA
PERSONERIA DE ALMAGUER,PERSONERIA DE ALMAGUER,publica,gov,ALMAGUER,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE ALMEIDA,PERSONERIA DE ALMEIDA,publica,gov,ALMEIDA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE ALPUJARRA,PERSONERIA DE ALPUJARRA,publica,gov,ALPUJARRA,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE ALTAMIRA,PERSONERIA DE ALTAMIRA,publica,gov,ALTAMIRA,HUILA,NO APLICA,ACTIVA
PERSONERIA DE ALTO BAUDO PIE DE PATO,PERSONERIA DE ALTO BAUDO (PIE DE PATO),publica,gov,ALTO BAUDÓ,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE ALTOS DEL ROSARIO,PERSONERIA DE ALTOS DEL ROSARIO,publica,gov,ALTOS DEL ROSARIO,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE ALVARADO,PERSONERIA DE ALVARADO,publica,gov,ALVARADO,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE AMAGA,PERSONERIA DE AMAGA,publica,gov,AMAGÁ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE AMALFI,PERSONERIA DE AMALFI,publica,gov,AMALFI,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE AMBALEMA,PERSONERIA DE AMBALEMA,publica,gov,AMBALEMA,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE ANAPOIMA,PERSONERIA DE ANAPOIMA,publica,gov,ANAPOIMA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE ANCUYA,PERSONERIA DE ANCUYA,publica,gov,ANCUYA,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE ANDALUCIA,PERSONERIA DE ANDALUCIA,publica,gov,ANDALUCÍA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE ANDES,PERSONERIA DE ANDES,publica,gov,ANDES,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ANGELOPOLIS,PERSONERIA DE ANGELOPOLIS,publica,gov,ANGELÓPOLIS,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ANGOSTURA,PERSONERIA DE ANGOSTURA,publica,gov,ANGOSTURA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ANOLAIMA,PERSONERIA DE ANOLAIMA,publica,gov,ANOLAIMA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE ANORI,PERSONERIA DE ANORI,publica,gov,ANORÍ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ANSERMA DE LOS CABALLEROS,PERSONERIA DE ANSERMA DE LOS CABALLEROS,publica,gov,ANSERMA,CALDAS,NO APLICA,ACTIVA
PERSONERIA DE ANSERMANUEVO,PERSONERIA DE ANSERMANUEVO,publica,gov,ANSERMANUEVO,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE ANZA,PERSONERIA DE ANZA,publica,gov,ANZÁ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ANZOATEGUI,PERSONERIA DE ANZOATEGUI,publica,gov,ANZOÁTEGUI,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE APARTADO,PERSONERIA DE APARTADO,publica,gov,APARTADÓ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE APIA,PERSONERIA DE APIA,publica,gov,APÍA,RISARALDA,NO APLICA,ACTIVA
PERSONERIA DE APULO RAFAEL REYES,PERSONERIA DE APULO (RAFAEL REYES),publica,gov,APULO,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE AQUITANIA,PERSONERIA DE AQUITANIA,publica,gov,AQUITANIA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE ARACATACA,PERSONERIA DE ARACATACA,publica,gov,ARACATACA,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE ARANZAZU,PERSONERIA DE ARANZAZU,publica,gov,ARANZAZU,CALDAS,NO APLICA,ACTIVA
PERSONERIA DE ARATOCA,PERSONERIA DE ARATOCA,publica,gov,ARATOCA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE ARAUCA,PERSONERIA DE ARAUCA,publica,gov,ARAUCA,ARAUCA,NO APLICA,ACTIVA
PERSONERIA DE ARAUQUITA,PERSONERIA DE ARAUQUITA,publica,gov,ARAUQUITA,ARAUCA,NO APLICA,ACTIVA
PERSONERIA DE ARBELAEZ,PERSONERIA DE ARBELAEZ,publica,gov,ARBELÁEZ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE ARBOLEDA BERRUECOS,PERSONERIA DE ARBOLEDA (BERRUECOS),publica,gov,ARBOLEDA,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE ARBOLEDAS,PERSONERIA DE ARBOLEDAS,publica,gov,ARBOLEDAS,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE ARBOLETES,PERSONERIA DE ARBOLETES,publica,gov,ARBOLETES,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ARCABUCO,PERSONERIA DE ARCABUCO,publica,gov,ARCABUCO,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE ARENAL,PERSONERIA DE ARENAL,publica,gov,ARENAL,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE ARGELIA ARGELIA ANTIOQUIA,"PERSONERIA DE ARGELIA -- ARGELIA, ANTIOQUIA",publica,gov,ARGELIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ARGELIA ARGELIA CAUCA,"PERSONERIA DE ARGELIA -- ARGELIA, CAUCA",publica,gov,ARGELIA,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE ARGELIA ARGELIA VALLE DEL CAUCA,"PERSONERIA DE ARGELIA -- ARGELIA, VALLE DEL CAUCA",publica,gov,ARGELIA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE ARIGUANI EL DIFICIL,PERSONERIA DE ARIGUANI (EL DIFICIL),publica,gov,ARIGUANÍ,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE ARJONA,PERSONERIA DE ARJONA,publica,gov,ARJONA,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE ARMENIA ARMENIA ANTIOQUIA,"PERSONERIA DE ARMENIA -- ARMENIA, ANTIOQUIA",publica,gov,ARMENIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ARMENIA ARMENIA QUINDIO,"PERSONERIA DE ARMENIA -- ARMENIA, QUINDIO",publica,gov,ARMENIA,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE ARMERO GUAYABAL,PERSONERIA DE ARMERO (GUAYABAL),publica,gov,ARMERO,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE ARROYOHONDO,PERSONERIA DE ARROYOHONDO,publica,gov,ARROYOHONDO,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE ASTREA,PERSONERIA DE ASTREA,publica,gov,ASTREA,CESAR,NO APLICA,ACTIVA
PERSONERIA DE ATACO,PERSONERIA DE ATACO,publica,gov,ATACO,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE ATRATO,PERSONERIA DE ATRATO,publica,gov,ATRATO,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE AYAPEL,PERSONERIA DE AYAPEL,publica,gov,AYAPEL,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE BAGADO,PERSONERIA DE BAGADO,publica,gov,BAGADÓ,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE BAHIA SOLANO MUTIS,PERSONERIA DE BAHIA SOLANO (MUTIS),publica,gov,BAHÍA SOLANO,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE BAJO BAUDO PIZARRO,PERSONERIA DE BAJO BAUDO (PIZARRO),publica,gov,BAJO BAUDÓ,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE BALBOA BALBOA CAUCA,"PERSONERIA DE BALBOA -- BALBOA, CAUCA",publica,gov,BALBOA,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE BALBOA BALBOA RISARALDA,"PERSONERIA DE BALBOA -- BALBOA, RISARALDA",publica,gov,BALBOA,RISARALDA,NO APLICA,ACTIVA
PERSONERIA DE BARANOA,PERSONERIA DE BARANOA,publica,gov,BARANOA,ATLÁNTICO,NO APLICA,ACTIVA
PERSONERIA DE BARAYA,PERSONERIA DE BARAYA,publica,gov,BARAYA,HUILA,NO APLICA,ACTIVA
PERSONERIA DE BARBACOAS,PERSONERIA DE BARBACOAS,publica,gov,BARBACOAS,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE BARBOSA,PERSONERIA DE BARBOSA,publica,gov,BARBOSA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BARICHARA,PERSONERIA DE BARICHARA,publica,gov,BARICHARA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE BARRANCA DE UPIA,PERSONERIA DE BARRANCA DE UPIA,publica,gov,BARRANCA DE UPÍA,META,NO APLICA,ACTIVA
PERSONERIA DE BARRANCABERMEJA,PERSONERIA DE BARRANCABERMEJA,publica,gov,BARRANCABERMEJA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE BARRANCAS,PERSONERIA DE BARRANCAS,publica,gov,BARRANCAS,LA GUAJIRA,NO APLICA,ACTIVA
PERSONERIA DE BARRANCO DE LOBA,PERSONERIA DE BARRANCO DE LOBA,publica,gov,BARRANCO DE LOBA,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE BECERRIL,PERSONERIA DE BECERRIL,publica,gov,BECERRIL,CESAR,NO APLICA,ACTIVA
PERSONERIA DE BELALCAZAR,PERSONERIA DE BELALCAZAR,publica,gov,BELALCÁZAR,CALDAS,NO APLICA,ACTIVA
PERSONERIA DE BELEN,PERSONERIA DE BELEN,publica,gov,BELÉN,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE BELEN ANDAQUIES,PERSONERIA DE BELEN ANDAQUIES,publica,gov,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE BELEN BOYACA,PERSONERIA DE BELEN BOYACA,publica,gov,BELÉN,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BELEN DE UMBRIA,PERSONERIA DE BELEN DE UMBRIA,publica,gov,BELÉN DE UMBRÍA,RISARALDA,NO APLICA,ACTIVA
PERSONERIA DE BELLO,PERSONERIA DE BELLO,publica,gov,BELLO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BELMIRA,PERSONERIA DE BELMIRA,publica,gov,BELMIRA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BELTRAN,PERSONERIA DE BELTRAN,publica,gov,BELTRÁN,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE BERBEO,PERSONERIA DE BERBEO,publica,gov,BERBEO,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BETANIA,PERSONERIA DE BETANIA,publica,gov,BETANIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BETEITIVA,PERSONERIA DE BETEITIVA,publica,gov,BETÉITIVA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BETULIA,PERSONERIA DE BETULIA,publica,gov,BETULIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BITUIMA,PERSONERIA DE BITUIMA,publica,gov,BITUIMA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE BOAVITA,PERSONERIA DE BOAVITA,publica,gov,BOAVITA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BOCHALEMA,PERSONERIA DE BOCHALEMA,publica,gov,BOCHALEMA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE BOJACA,PERSONERIA DE BOJACA,publica,gov,BOJACÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE BOJAYA BELLAVISTA,PERSONERIA DE BOJAYA (BELLAVISTA),publica,gov,BOJAYÁ,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE BOLIVAR,PERSONERIA DE BOLIVAR,publica,gov,BOLÍVAR,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE BOLIVAR BOLIVAR CAUCA,"PERSONERIA DE BOLIVAR -- BOLIVAR, CAUCA",publica,gov,BOLÍVAR,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE BOLIVAR BOLIVAR VALLE DEL CAUCA,"PERSONERIA DE BOLIVAR -- BOLIVAR, VALLE DEL CAUCA",publica,gov,BOLÍVAR,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE BOSCONIA,PERSONERIA DE BOSCONIA,publica,gov,BOSCONIA,CESAR,NO APLICA,ACTIVA
PERSONERIA DE BOYACA,PERSONERIA DE BOYACA,publica,gov,BOYACÁ,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BRICENO BRICENO ANTIOQUIA,"PERSONERIA DE BRICEÑO -- BRICEÑO, ANTIOQUIA",publica,gov,BRICEÑO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BRICENO BRICENO BOYACA,"PERSONERIA DE BRICEÑO -- BRICEÑO, BOYACA",publica,gov,BRICEÑO,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BUCARAMANGA,PERSONERIA DE BUCARAMANGA,publica,gov,BUCARAMANGA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE BUCARASICA,PERSONERIA DE BUCARASICA,publica,gov,BUCARASICA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE BUENAVISTA,PERSONERIA DE BUENAVISTA,publica,gov,BUENAVISTA,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE BUENAVISTA BUENAVISTA BOYACA,"PERSONERIA DE BUENAVISTA -- BUENAVISTA, BOYACA",publica,gov,BUENAVISTA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE BUENAVISTA BUENAVISTA CORDOBA,"PERSONERIA DE BUENAVISTA -- BUENAVISTA, CORDOBA",publica,gov,BUENAVISTA,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE BUENAVISTA BUENAVISTA SUCRE,"PERSONERIA DE BUENAVISTA -- BUENAVISTA, SUCRE",publica,gov,BUENAVISTA,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE BUENOS AIRES,PERSONERIA DE BUENOS AIRES,publica,gov,BUENOS AIRES,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE BUESACO,PERSONERIA DE BUESACO,publica,gov,BUESACO,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE BUGA,PERSONERIA DE BUGA,publica,gov,GUADALAJARA DE BUGA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE BUGALAGRANDE,PERSONERIA DE BUGALAGRANDE,publica,gov,BUGALAGRANDE,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE BURITICA,PERSONERIA DE BURITICA,publica,gov,BURITICÁ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE BUSBANZA,PERSONERIA DE BUSBANZA,publica,gov,BUSBANZÁ,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CABRERA,PERSONERIA DE CABRERA,publica,gov,CABRERA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CABUYARO,PERSONERIA DE CABUYARO,publica,gov,CABUYARO,META,NO APLICA,ACTIVA
PERSONERIA DE CACERES,PERSONERIA DE CACERES,publica,gov,CÁCERES,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CACHIPAY,PERSONERIA DE CACHIPAY,publica,gov,CACHIPAY,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CACHIRA,PERSONERIA DE CACHIRA,publica,gov,CÁCHIRA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CACOTA,PERSONERIA DE CACOTA,publica,gov,CÁCOTA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CAICEDO,PERSONERIA DE CAICEDO,publica,gov,CAICEDO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CAICEDONIA,PERSONERIA DE CAICEDONIA,publica,gov,CAICEDONIA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CAIMITO,PERSONERIA DE CAIMITO,publica,gov,CAIMITO,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE CAJAMARCA,PERSONERIA DE CAJAMARCA,publica,gov,CAJAMARCA,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE CAJIBIO,PERSONERIA DE CAJIBIO,publica,gov,CAJIBIO,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CAJICA,PERSONERIA DE CAJICA,publica,gov,CAJICÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CALAMAR CALAMAR BOLIVAR,"PERSONERIA DE CALAMAR -- CALAMAR, BOLIVAR",publica,gov,CALAMAR,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE CALAMAR CALAMAR GUAVIARE,"PERSONERIA DE CALAMAR -- CALAMAR, GUAVIARE",publica,gov,CALAMAR,GUAVIARE,NO APLICA,ACTIVA
PERSONERIA DE CALARCA,PERSONERIA DE CALARCA,publica,gov,CALARCÁ,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE CALDAS,PERSONERIA DE CALDAS,publica,gov,CALDAS,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CALDONO,PERSONERIA DE CALDONO,publica,gov,CALDONO,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CALI,PERSONERIA DE CALI,publica,gov,CALI,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CALIFORNIA,PERSONERIA DE CALIFORNIA,publica,gov,CALIFORNIA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CALIMA DEL DARIEN,PERSONERIA DE CALIMA DEL DARIEN,publica,gov,CALIMA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CALOTO,PERSONERIA DE CALOTO,publica,gov,CALOTO,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CAMPAMENTO,PERSONERIA DE CAMPAMENTO,publica,gov,CAMPAMENTO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CAMPO DE LA CRUZ,PERSONERIA DE CAMPO DE LA CRUZ,publica,gov,CAMPO DE LA CRUZ,ATLÁNTICO,NO APLICA,ACTIVA
PERSONERIA DE CAMPOALEGRE,PERSONERIA DE CAMPOALEGRE,publica,gov,CAMPOALEGRE,HUILA,NO APLICA,ACTIVA
PERSONERIA DE CAMPOHERMOSO,PERSONERIA DE CAMPOHERMOSO,publica,gov,CAMPOHERMOSO,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CANALETE,PERSONERIA DE CANALETE,publica,gov,CANALETE,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE CANASGORDAS,PERSONERIA DE CAÑASGORDAS,publica,gov,CAÑASGORDAS,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CANDELARIA,PERSONERIA DE CANDELARIA,publica,gov,CANDELARIA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CANTAGALLO,PERSONERIA DE CANTAGALLO,publica,gov,CANTAGALLO,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE CANTON DE SAN PABLO,PERSONERIA DE CANTON DE SAN PABLO,publica,gov,EL CANTÓN DEL SAN PABLO,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE CAPARRAPI,PERSONERIA DE CAPARRAPI,publica,gov,CAPARRAPÍ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CAPITANEJO,PERSONERIA DE CAPITANEJO,publica,gov,CAPITANEJO,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CAQUEZA,PERSONERIA DE CAQUEZA,publica,gov,CÁQUEZA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CARACOLI,PERSONERIA DE CARACOLI,publica,gov,CARACOLÍ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CARAMANTA,PERSONERIA DE CARAMANTA,publica,gov,CARAMANTA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CARCASI,PERSONERIA DE CARCASI,publica,gov,CARCASÍ,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CAREPA,PERSONERIA DE CAREPA,publica,gov,CAREPA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CARMEN APICALA,PERSONERIA DE CARMEN APICALA,publica,gov,CARMEN DE APICALÁ,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE CARMEN DE CARUPA,PERSONERIA DE CARMEN DE CARUPA,publica,gov,CARMEN DE CARUPA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CARMEN DE VIBORAL,PERSONERIA DE CARMEN DE VIBORAL,publica,gov,EL CARMEN DE VIBORAL,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CARMEN DEL DARIEN,PERSONERIA DE CARMEN DEL DARIEN,publica,gov,CARMEN DEL DARIÉN,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE CAROLINA DEL PRINCIPE,PERSONERIA DE CAROLINA DEL PRINCIPE,publica,gov,CAROLINA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CARTAGENA DEL CHAIRA,PERSONERIA DE CARTAGENA DEL CHAIRA,publica,gov,CARTAGENA DEL CHAIRÁ,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE CARTAGO,PERSONERIA DE CARTAGO,publica,gov,CARTAGO,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE CARURU,PERSONERIA DE CARURU,publica,gov,CARURÚ,VAUPÉS,NO APLICA,ACTIVA
PERSONERIA DE CASABIANCA,PERSONERIA DE CASABIANCA,publica,gov,CASABIANCA,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE CASTILLA LA NUEVA,PERSONERIA DE CASTILLA LA NUEVA,publica,gov,CASTILLA LA NUEVA,META,NO APLICA,ACTIVA
PERSONERIA DE CAUCASIA,PERSONERIA DE CAUCASIA,publica,gov,CAUCASIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CEPITA,PERSONERIA DE CEPITA,publica,gov,CEPITÁ,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CERETE,PERSONERIA DE CERETE,publica,gov,CERETÉ,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE CERINZA,PERSONERIA DE CERINZA,publica,gov,CERINZA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CERRITO,PERSONERIA DE CERRITO,publica,gov,CERRITO,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CERRO SAN ANTONIO,PERSONERIA DE CERRO SAN ANTONIO,publica,gov,CERRO DE SAN ANTONIO,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE CERTEGUI,PERSONERIA DE CERTEGUI,publica,gov,CÉRTEGUI,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE CHACHAGUI,PERSONERIA DE CHACHAGUI,publica,gov,CHACHAGÜÍ,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CHAGUANI,PERSONERIA DE CHAGUANI,publica,gov,CHAGUANÍ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CHALAN,PERSONERIA DE CHALAN,publica,gov,CHALÁN,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE CHAMEZA,PERSONERIA DE CHAMEZA,publica,gov,CHÁMEZA,CASANARE,NO APLICA,ACTIVA
PERSONERIA DE CHAPARRAL,PERSONERIA DE CHAPARRAL,publica,gov,CHAPARRAL,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE CHARALA,PERSONERIA DE CHARALA,publica,gov,CHARALÁ,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CHARTA,PERSONERIA DE CHARTA,publica,gov,CHARTA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CHIA,PERSONERIA DE CHIA,publica,gov,CHÍA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CHIGORODO,PERSONERIA DE CHIGORODO,publica,gov,CHIGORODÓ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CHIMA CHIMA CORDOBA,"PERSONERIA DE CHIMA -- CHIMA, CORDOBA",publica,gov,CHIMÁ,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE CHIMA CHIMA SANTANDER,"PERSONERIA DE CHIMA -- CHIMA, SANTANDER",publica,gov,CHIMA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CHIMICHAGUA,PERSONERIA DE CHIMICHAGUA,publica,gov,CHIMICHAGUA,CESAR,NO APLICA,ACTIVA
PERSONERIA DE CHINACOTA,PERSONERIA DE CHINACOTA,publica,gov,CHINÁCOTA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CHINAVITA,PERSONERIA DE CHINAVITA,publica,gov,CHINAVITA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHINCHINA,PERSONERIA DE CHINCHINA,publica,gov,CHINCHINÁ,CALDAS,NO APLICA,ACTIVA
