nombre_normalizado,nombre_oficial,tipo,fuente,municipio,departamento,sector,estado
PERSONERIA DE CHINU,PERSONERIA DE CHINU,publica,gov,CHINÚ,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE CHIPAQUE,PERSONERIA DE CHIPAQUE,publica,gov,CHIPAQUE,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CHIPATA,PERSONERIA DE CHIPATA,publica,gov,CHIPATÁ,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CHIQUINQUIRA,PERSONERIA DE CHIQUINQUIRA,publica,gov,CHIQUINQUIRÁ,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHIQUIZA,PERSONERIA DE CHIQUIZA,publica,gov,CHÍQUIZA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHIRIGUANA,PERSONERIA DE CHIRIGUANA,publica,gov,CHIRIGUANÁ,CESAR,NO APLICA,ACTIVA
PERSONERIA DE CHISCAS,PERSONERIA DE CHISCAS,publica,gov,CHISCAS,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHITA,PERSONERIA DE CHITA,publica,gov,CHITA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHITAGA,PERSONERIA DE CHITAGA,publica,gov,CHITAGÁ,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CHITARAQUE,PERSONERIA DE CHITARAQUE,publica,gov,CHITARAQUE,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHIVATA,PERSONERIA DE CHIVATA,publica,gov,CHIVATÁ,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHIVOLO,PERSONERIA DE CHIVOLO,publica,gov,CHIVOLO,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE CHIVOR,PERSONERIA DE CHIVOR,publica,gov,CHIVOR,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CHOACHI,PERSONERIA DE CHOACHI,publica,gov,CHOACHÍ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CHOCONTA,PERSONERIA DE CHOCONTA,publica,gov,CHOCONTÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CICUCO,PERSONERIA DE CICUCO,publica,gov,CICUCO,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE CIENAGA DE ORO,PERSONERIA DE CIENAGA DE ORO,publica,gov,CIÉNAGA DE ORO,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE CIENAGA MAGD,PERSONERIA DE CIENAGA  (MAGD),publica,gov,CIÉNAGA,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE CIENEGA,PERSONERIA DE CIENEGA,publica,gov,CIÉNEGA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CIMITARRA,PERSONERIA DE CIMITARRA,publica,gov,CIMITARRA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CIRCASIA,PERSONERIA DE CIRCASIA,publica,gov,CIRCASIA,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE CISNEROS,PERSONERIA DE CISNEROS,publica,gov,CISNEROS,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CIUDAD BOLIVAR,PERSONERIA DE CIUDAD BOLIVAR,publica,gov,CIUDAD BOLÍVAR,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CLEMENCIA,PERSONERIA DE CLEMENCIA,publica,gov,CLEMENCIA,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE COCORNA,PERSONERIA DE COCORNA,publica,gov,COCORNÁ,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE COELLO,PERSONERIA DE COELLO,publica,gov,COELLO,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE COGUA,PERSONERIA DE COGUA,publica,gov,COGUA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE COLOMBIA,PERSONERIA DE COLOMBIA,publica,gov,COLOMBIA,HUILA,NO APLICA,ACTIVA
PERSONERIA DE COLON,PERSONERIA DE COLON,publica,gov,COLÓN,PUTUMAYO,NO APLICA,ACTIVA
PERSONERIA DE COLONGENOVA,PERSONERIA DE COLON(GENOVA),publica,gov,COLÓN,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE COLOSO,PERSONERIA DE COLOSO,publica,gov,COLOSÓ,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE COMBITA,PERSONERIA DE COMBITA,publica,gov,CÓMBITA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CONCEPCION,PERSONERIA DE CONCEPCION,publica,gov,CONCEPCIÓN,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CONCORDIA,PERSONERIA DE CONCORDIA,publica,gov,CONCORDIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE CONDOTO,PERSONERIA DE CONDOTO,publica,gov,CONDOTO,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE CONFINES,PERSONERIA DE CONFINES,publica,gov,CONFINES,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CONSACA,PERSONERIA DE CONSACA,publica,gov,CONSACÁ,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CONTADERO,PERSONERIA DE CONTADERO,publica,gov,CONTADERO,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CONTRATACION,PERSONERIA DE CONTRATACION,publica,gov,CONTRATACIÓN,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CONVENCION,PERSONERIA DE CONVENCION,publica,gov,CONVENCIÓN,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE COPACABANA,PERSONERIA DE COPACABANA,publica,gov,COPACABANA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE COPER,PERSONERIA DE COPER,publica,gov,COPER,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CORDOBA CORDOBA BOLIVAR,"PERSONERIA DE CORDOBA -- CORDOBA, BOLIVAR",publica,gov,CÓRDOBA,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE CORDOBA CORDOBA NARINO,"PERSONERIA DE CORDOBA -- CORDOBA, NARIÑO",publica,gov,CÓRDOBA,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CORDOBA CORDOBA QUINDIO,"PERSONERIA DE CORDOBA -- CORDOBA, QUINDIO",publica,gov,CÓRDOBA,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE CORINTO,PERSONERIA DE CORINTO,publica,gov,CORINTO,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE COROMORO,PERSONERIA DE COROMORO,publica,gov,COROMORO,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE COROZAL,PERSONERIA DE COROZAL,publica,gov,COROZAL,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE CORRALES,PERSONERIA DE CORRALES,publica,gov,CORRALES,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE COTA,PERSONERIA DE COTA,publica,gov,COTA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE COTORRA,PERSONERIA DE COTORRA,publica,gov,COTORRA,CÓRDOBA,NO APLICA,ACTIVA
PERSONERIA DE COVARACHIA,PERSONERIA DE COVARACHIA,publica,gov,COVARACHÍA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE COVENAS,PERSONERIA DE COVEÑAS,publica,gov,COVEÑAS,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE COYAIMA,PERSONERIA DE COYAIMA,publica,gov,COYAIMA,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE CRAVO NORTE,PERSONERIA DE CRAVO NORTE,publica,gov,CRAVO NORTE,ARAUCA,NO APLICA,ACTIVA
PERSONERIA DE CUASPUD CARLOSAMA,PERSONERIA DE CUASPUD (CARLOSAMA),publica,gov,CUASPUD CARLOSAMA,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CUBARA,PERSONERIA DE CUBARA,publica,gov,CUBARÁ,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CUBARRAL,PERSONERIA DE CUBARRAL,publica,gov,CUBARRAL,META,NO APLICA,ACTIVA
PERSONERIA DE CUCAITA,PERSONERIA DE CUCAITA,publica,gov,CUCAITA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CUCUNUBA,PERSONERIA DE CUCUNUBA,publica,gov,CUCUNUBÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE CUCUTA,PERSONERIA DE CUCUTA,publica,gov,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CUCUTILLA,PERSONERIA DE CUCUTILLA,publica,gov,CUCUTILLA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CUITIVA,PERSONERIA DE CUITIVA,publica,gov,CUÍTIVA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE CUMARAL,PERSONERIA DE CUMARAL,publica,gov,CUMARAL,META,NO APLICA,ACTIVA
PERSONERIA DE CUMARIBO,PERSONERIA DE CUMARIBO,publica,gov,CUMARIBO,VICHADA,NO APLICA,ACTIVA
PERSONERIA DE CUMBAL,PERSONERIA DE CUMBAL,publica,gov,CUMBAL,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CUMBITARA,PERSONERIA DE CUMBITARA,publica,gov,CUMBITARA,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE CUNDAY,PERSONERIA DE CUNDAY,publica,gov,CUNDAY,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE CURILLO,PERSONERIA DE CURILLO,publica,gov,CURILLO,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE CURITI,PERSONERIA DE CURITI,publica,gov,CURITÍ,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE CURUMANI,PERSONERIA DE CURUMANI,publica,gov,CURUMANÍ,CESAR,NO APLICA,ACTIVA
PERSONERIA DE DABEIBA,PERSONERIA DE DABEIBA,publica,gov,DABEIBA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE DAGUA,PERSONERIA DE DAGUA,publica,gov,DAGUA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE DIBULLA,PERSONERIA DE DIBULLA,publica,gov,DIBULLA,LA GUAJIRA,NO APLICA,ACTIVA
PERSONERIA DE DISTRACCION,PERSONERIA DE DISTRACCION,publica,gov,DISTRACCIÓN,LA GUAJIRA,NO APLICA,ACTIVA
PERSONERIA DE DOLORES,PERSONERIA DE DOLORES,publica,gov,DOLORES,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE DON MATIAS,PERSONERIA DE DON MATIAS,publica,gov,DONMATÍAS,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE DOSQUEBRADAS,PERSONERIA DE DOSQUEBRADAS,publica,gov,DOSQUEBRADAS,RISARALDA,NO APLICA,ACTIVA
PERSONERIA DE DUITAMA,PERSONERIA DE DUITAMA,publica,gov,DUITAMA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE DURANIA,PERSONERIA DE DURANIA,publica,gov,DURANIA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EBEJICO,PERSONERIA DE EBEJICO,publica,gov,EBÉJICO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE EL AGUILA,PERSONERIA DE EL AGUILA,publica,gov,EL ÁGUILA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE EL BAGRE,PERSONERIA DE EL BAGRE,publica,gov,EL BAGRE,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE EL BANCO,PERSONERIA DE EL BANCO,publica,gov,EL BANCO,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE EL CAIRO,PERSONERIA DE EL CAIRO,publica,gov,EL CAIRO,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE EL CALVARIO,PERSONERIA DE EL CALVARIO,publica,gov,EL CALVARIO,META,NO APLICA,ACTIVA
PERSONERIA DE EL CARMEN,PERSONERIA DE EL CARMEN,publica,gov,EL CARMEN DE ATRATO,CHOCÓ,NO APLICA,ACTIVA
PERSONERIA DE EL CARMEN DE BOLIVAR,PERSONERIA DE EL CARMEN DE BOLIVAR,publica,gov,EL CARMEN DE BOLÍVAR,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE EL CARMEN EL CARMEN DE CHUCURI SANTANDER,"PERSONERIA DE EL CARMEN -- EL CARMEN DE CHUCURI, SANTANDER",publica,gov,EL CARMEN DE CHUCURI,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EL CARMEN EL CARMEN NORTE DE SANTANDER,"PERSONERIA DE EL CARMEN -- EL CARMEN, NORTE DE SANTANDER",publica,gov,EL CARMEN,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EL CASTILLO,PERSONERIA DE EL CASTILLO,publica,gov,EL CASTILLO,META,NO APLICA,ACTIVA
PERSONERIA DE EL CERRITO,PERSONERIA DE EL CERRITO,publica,gov,EL CERRITO,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE EL CHARCO,PERSONERIA DE EL CHARCO,publica,gov,EL CHARCO,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE EL COCUY,PERSONERIA DE EL COCUY,publica,gov,EL COCUY,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE EL COLEGIO,PERSONERIA DE EL COLEGIO,publica,gov,EL COLEGIO,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE EL COPEY,PERSONERIA DE EL COPEY,publica,gov,EL COPEY,CESAR,NO APLICA,ACTIVA
PERSONERIA DE EL DONCELLO,PERSONERIA DE EL DONCELLO,publica,gov,EL DONCELLO,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE EL DORADO,PERSONERIA DE EL DORADO,publica,gov,EL DORADO,META,NO APLICA,ACTIVA
PERSONERIA DE EL DOVIO,PERSONERIA DE EL DOVIO,publica,gov,EL DOVIO,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE EL ESPINO,PERSONERIA DE EL ESPINO,publica,gov,EL ESPINO,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE EL GUACAMAYO,PERSONERIA DE EL GUACAMAYO,publica,gov,EL GUACAMAYO,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EL GUAMO,PERSONERIA DE EL GUAMO,publica,gov,GUAMO,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE EL GUAMO BOLIVAR,PERSONERIA DE EL GUAMO BOLIVAR,publica,gov,EL GUAMO,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE EL MOLINO,PERSONERIA DE EL MOLINO,publica,gov,EL MOLINO,LA GUAJIRA,NO APLICA,ACTIVA
PERSONERIA DE EL PASO,PERSONERIA DE EL PASO,publica,gov,EL PASO,CESAR,NO APLICA,ACTIVA
PERSONERIA DE EL PAUJIL,PERSONERIA DE EL PAUJIL,publica,gov,EL PAUJÍL,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE EL PENOL,PERSONERIA DE EL PEÑOL,publica,gov,PEÑOL,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE EL PENOL NARINO,PERSONERIA DE EL PEÑOL NARIÑO,publica,gov,EL PEÑOL,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE EL PENON EL PENON BOLIVAR,"PERSONERIA DE EL PEÑON -- EL PEÑON, BOLIVAR",publica,gov,EL PEÑÓN,BOLÍVAR,NO APLICA,ACTIVA
PERSONERIA DE EL PENON EL PENON SANTANDER,"PERSONERIA DE EL PEÑON -- EL PEÑON, SANTANDER",publica,gov,EL PEÑÓN,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EL PINON,PERSONERIA DE EL PIÑON,publica,gov,EL PIÑÓN,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE EL PLAYON,PERSONERIA DE EL PLAYON,publica,gov,EL PLAYÓN,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EL RETEN,PERSONERIA DE EL RETEN,publica,gov,EL RETÉN,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE EL RETORNO,PERSONERIA DE EL RETORNO,publica,gov,EL RETORNO,GUAVIARE,NO APLICA,ACTIVA
PERSONERIA DE EL ROBLE,PERSONERIA DE EL ROBLE,publica,gov,EL ROBLE,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE EL ROSAL,PERSONERIA DE EL ROSAL,publica,gov,EL ROSAL,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE EL ROSARIO,PERSONERIA DE EL ROSARIO,publica,gov,EL ROSARIO,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE EL SANTUARIO,PERSONERIA DE EL SANTUARIO,publica,gov,EL SANTUARIO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE EL TABLON,PERSONERIA DE EL TABLON,publica,gov,EL TABLÓN DE GÓMEZ,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE EL TAMBO EL TAMBO CAUCA,"PERSONERIA DE EL TAMBO -- EL TAMBO, CAUCA",publica,gov,EL TAMBO,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE EL TAMBO EL TAMBO NARINO,"PERSONERIA DE EL TAMBO -- EL TAMBO, NARIÑO",publica,gov,EL TAMBO,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE EL TARRA,PERSONERIA DE EL TARRA,publica,gov,EL TARRA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE EL ZULIA,PERSONERIA DE EL ZULIA,publica,gov,EL ZULIA,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE ELIAS,PERSONERIA DE ELIAS,publica,gov,ELÍAS,HUILA,NO APLICA,ACTIVA
PERSONERIA DE ENCINO,PERSONERIA DE ENCINO,publica,gov,ENCINO,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE ENCISO,PERSONERIA DE ENCISO,publica,gov,ENCISO,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE ENTRERRIOS,PERSONERIA DE ENTRERRIOS,publica,gov,ENTRERRÍOS,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ENVIGADO,PERSONERIA DE ENVIGADO,publica,gov,ENVIGADO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE ESPINAL,PERSONERIA DE ESPINAL,publica,gov,ESPINAL,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE FACATATIVA,PERSONERIA DE FACATATIVA,publica,gov,FACATATIVÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE FALAN,PERSONERIA DE FALAN,publica,gov,FALAN,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE FILADELFIA,PERSONERIA DE FILADELFIA,publica,gov,FILADELFIA,CALDAS,NO APLICA,ACTIVA
PERSONERIA DE FILANDIA,PERSONERIA DE FILANDIA,publica,gov,FILANDIA,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE FIRAVITOBA,PERSONERIA DE FIRAVITOBA,publica,gov,FIRAVITOBA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE FLANDES,PERSONERIA DE FLANDES,publica,gov,FLANDES,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE FLORENCIA FLORENCIA CAQUETA,"PERSONERIA DE FLORENCIA -- FLORENCIA, CAQUETA",publica,gov,FLORENCIA,CAQUETÁ,NO APLICA,ACTIVA
PERSONERIA DE FLORENCIA FLORENCIA CAUCA,"PERSONERIA DE FLORENCIA -- FLORENCIA, CAUCA",publica,gov,FLORENCIA,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE FLORESTA,PERSONERIA DE FLORESTA,publica,gov,FLORESTA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE FLORIAN,PERSONERIA DE FLORIAN,publica,gov,FLORIÁN,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE FLORIDA,PERSONERIA DE FLORIDA,publica,gov,FLORIDA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE FLORIDABLANCA,PERSONERIA DE FLORIDABLANCA,publica,gov,FLORIDABLANCA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE FOMEQUE,PERSONERIA DE FOMEQUE,publica,gov,FÓMEQUE,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE FONSECA,PERSONERIA DE FONSECA,publica,gov,FONSECA,LA GUAJIRA,NO APLICA,ACTIVA
PERSONERIA DE FORTUL,PERSONERIA DE FORTUL,publica,gov,FORTUL,ARAUCA,NO APLICA,ACTIVA
PERSONERIA DE FOSCA,PERSONERIA DE FOSCA,publica,gov,FOSCA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE FRANCISCO PIZARRO,PERSONERIA DE FRANCISCO PIZARRO,publica,gov,FRANCISCO PIZARRO,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE FREDONIA,PERSONERIA DE FREDONIA,publica,gov,FREDONIA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE FRESNO,PERSONERIA DE FRESNO,publica,gov,FRESNO,TOLIMA,NO APLICA,ACTIVA
PERSONERIA DE FRONTINO,PERSONERIA DE FRONTINO,publica,gov,FRONTINO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE FUENTE DE ORO,PERSONERIA DE FUENTE DE ORO,publica,gov,FUENTE DE ORO,META,NO APLICA,ACTIVA
PERSONERIA DE FUNDACION,PERSONERIA DE FUNDACION,publica,gov,FUNDACIÓN,MAGDALENA,NO APLICA,ACTIVA
PERSONERIA DE FUNES,PERSONERIA DE FUNES,publica,gov,FUNES,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE FUNZA,PERSONERIA DE FUNZA,publica,gov,FUNZA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE FUQUENE,PERSONERIA DE FUQUENE,publica,gov,FÚQUENE,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE FUSAGASUGA,PERSONERIA DE FUSAGASUGA,publica,gov,FUSAGASUGÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GACHALA,PERSONERIA DE GACHALA,publica,gov,GACHALÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GACHANCIPA,PERSONERIA DE GACHANCIPA,publica,gov,GACHANCIPÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GACHANTIVA,PERSONERIA DE GACHANTIVA,publica,gov,GACHANTIVÁ,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE GACHETA,PERSONERIA DE GACHETA,publica,gov,GACHETÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GALAN,PERSONERIA DE GALAN,publica,gov,GALÁN,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE GALAPA,PERSONERIA DE GALAPA,publica,gov,GALAPA,ATLÁNTICO,NO APLICA,ACTIVA
PERSONERIA DE GALERAS,PERSONERIA DE GALERAS,publica,gov,GALERAS,SUCRE,NO APLICA,ACTIVA
PERSONERIA DE GAMA,PERSONERIA DE GAMA,publica,gov,GAMA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GAMARRA,PERSONERIA DE GAMARRA,publica,gov,GAMARRA,CESAR,NO APLICA,ACTIVA
PERSONERIA DE GAMBITA,PERSONERIA DE GAMBITA,publica,gov,GÁMBITA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE GAMEZA,PERSONERIA DE GAMEZA,publica,gov,GÁMEZA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE GARAGOA,PERSONERIA DE GARAGOA,publica,gov,GARAGOA,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE GARZON,PERSONERIA DE GARZON,publica,gov,GARZÓN,HUILA,NO APLICA,ACTIVA
PERSONERIA DE GENOVA,PERSONERIA DE GENOVA,publica,gov,GÉNOVA,QUINDÍO,NO APLICA,ACTIVA
PERSONERIA DE GIGANTE,PERSONERIA DE GIGANTE,publica,gov,GIGANTE,HUILA,NO APLICA,ACTIVA
PERSONERIA DE GINEBRA,PERSONERIA DE GINEBRA,publica,gov,GINEBRA,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE GIRALDO,PERSONERIA DE GIRALDO,publica,gov,GIRALDO,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE GIRARDOT,PERSONERIA DE GIRARDOT,publica,gov,GIRARDOT,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GIRARDOTA,PERSONERIA DE GIRARDOTA,publica,gov,GIRARDOTA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE GIRON,PERSONERIA DE GIRON,publica,gov,GIRÓN,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE GOMEZ PLATA,PERSONERIA DE GOMEZ PLATA,publica,gov,GÓMEZ PLATA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE GONZALEZ,PERSONERIA DE GONZALEZ,publica,gov,GONZÁLEZ,CESAR,NO APLICA,ACTIVA
PERSONERIA DE GRAMALOTE,PERSONERIA DE GRAMALOTE,publica,gov,GRAMALOTE,NORTE DE SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE GRANADA GRANADA ANTIOQUIA,"PERSONERIA DE GRANADA -- GRANADA, ANTIOQUIA",publica,gov,GRANADA,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE GRANADA GRANADA CUNDINAMARCA,"PERSONERIA DE GRANADA -- GRANADA, CUNDINAMARCA",publica,gov,GRANADA,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GRANADA GRANADA META,"PERSONERIA DE GRANADA -- GRANADA, META",publica,gov,GRANADA,META,NO APLICA,ACTIVA
PERSONERIA DE GUACA,PERSONERIA DE GUACA,publica,gov,GUACA,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE GUACAMAYAS,PERSONERIA DE GUACAMAYAS,publica,gov,GUACAMAYAS,BOYACÁ,NO APLICA,ACTIVA
PERSONERIA DE GUACARI,PERSONERIA DE GUACARI,publica,gov,GUACARÍ,VALLE DEL CAUCA,NO APLICA,ACTIVA
PERSONERIA DE GUACHENE,PERSONERIA DE GUACHENE,publica,gov,GUACHENÉ,CAUCA,NO APLICA,ACTIVA
PERSONERIA DE GUACHETA,PERSONERIA DE GUACHETA,publica,gov,GUACHETÁ,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GUACHUCAL,PERSONERIA DE GUACHUCAL,publica,gov,GUACHUCAL,NARIÑO,NO APLICA,ACTIVA
PERSONERIA DE GUADALUPE GUADALUPE ANTIOQUIA,"PERSONERIA DE GUADALUPE -- GUADALUPE, ANTIOQUIA",publica,gov,GUADALUPE,ANTIOQUIA,NO APLICA,ACTIVA
PERSONERIA DE GUADALUPE GUADALUPE HUILA,"PERSONERIA DE GUADALUPE -- GUADALUPE, HUILA",publica,gov,GUADALUPE,HUILA,NO APLICA,ACTIVA
PERSONERIA DE GUADALUPE GUADALUPE SANTANDER,"PERSONERIA DE GUADALUPE -- GUADALUPE, SANTANDER",publica,gov,GUADALUPE,SANTANDER,NO APLICA,ACTIVA
PERSONERIA DE GUADUAS,PERSONERIA DE GUADUAS,publica,gov,GUADUAS,CUNDINAMARCA,NO APLICA,ACTIVA
PERSONERIA DE GUAITARILLA,PERSONERIA DE GUAITARILLA,publica,gov,GUAITARILLA,NARIÑO,NO APLICA,ACTIVA
